종목명,기호,종가,변동 %,시가 총액,거래량
"한국콜마홀딩스","024720","8.17K","3.03%","291.58B","70.62K"
"국도화학","007690","35.45K","1.72%","290.67B","8.24K"
"종근당","001630","60.70K","0.50%","287.54B","2.14K"
"키스코홀딩스","001940","22.00K","2.33%","286.75B","2.31K"
"현대시멘트","006390","14.77K","0.61%","283.73B","984.00"
"DB","012030","1.47K","-0.14%","281.39B","122.77K"
"대동","000490","12.07K","3.16%","275.09B","154.78K"
"이월드","084680","1.98K","2.06%","274.84B","377.64K"
"가온전선","000500","40.25K","4.68%","274.10B","1.08M"
"한화갤러리아","452260","1.35K","-1.39%","273.72B","1.35M"
"삼익THK","004380","13.82K","5.10%","272.21B","275.58K"
"케이씨","029460","22.00K","-1.57%","271.98B","123.41K"
"대한제당","001790","3.04K","1.16%","269.54B","204.54K"
"대한제당우","001795","2.77K","0.54%","269.54B","13.50K"
"현대차증권","001500","8.49K","0.83%","267.02B","6.37K"
"콘텐트리중앙","036420","14.33K","2.80%","266.32B","75.19K"
"삼양패키징","272550","16.65K","-0.89%","265.25B","18.20K"
"사조대림","003960","35.50K","3.80%","265.16B","11.86K"
"광동제약","009290","6.68K","1.21%","264.53B","75.39K"
"코오롱플라스틱","138490","7.07K","1.58%","264.48B","18.37K"
"KEC","092220","1.33K","1.52%","263.60B","396.57K"
"아이마켓코리아","122900","8.30K","-0.36%","262.10B","15.59K"
"신성통상","005390","1.80K","0.00%","258.96B","108.02K"
"한농화성","011500","17.68K","4.68%","258.32B","249.64K"
"HD현대에너지솔루션","322000","23.90K","3.69%","258.16B","76.21K"
"삼화전기","009470","40.35K","4.13%","256.29B","414.26K"
"YG PLUS","037270","4.12K","2.11%","255.94B","106.40K"
"대한제강","084010","13.83K","1.24%","255.15B","79.25K"
"스카이라이프","053210","5.34K","-0.19%","253.00B","27.57K"
"이수화학","005950","11.65K","1.92%","252.36B","71.89K"
"LG헬로비전","037560","3.27K","0.62%","251.70B","113.36K"
"삼진제약","005500","19.64K","0.05%","250.77B","18.23K"
"동국홀딩스","001230","8.18K","1.61%","250.37B","155.37K"
"일양약품","007570","13.82K","0.00%","248.37B","15.58K"
"일양약품우","007575","15.39K","0.92%","248.37B","175.00"
"대성에너지","117580","8.77K","-3.41%","246.93B","420.79K"
"남선알미늄","008350","1.92K","2.90%","246.91B","11.26M"
"남선알미우","008355","20.70K","3.24%","246.91B","10.51K"
"이지스밸류플러스리츠","334890","4.81K","0.52%","246.16B","36.62K"
"포스코스틸리온","058430","45.75K","11.86%","245.02B","784.15K"
"도화엔지니어링","002150","7.44K","1.22%","244.72B","23.93K"
"SK증권","001510","595.00","1.19%","243.38B","752.29K"
"SK증권우","001515","2.04K","-0.24%","243.38B","9.02K"
"HJ중공업","097230","3.23K","11.38%","241.48B","247.99K"
"광주신세계","037710","30.40K","0.66%","240.31B","1.08K"
"지누스","013890","12.30K","3.45%","239.87B","50.69K"
"흥국화재","000540","3.83K","2.55%","239.63B","151.96K"
"흥국화재우","000545","6.69K","2.92%","239.63B","12.83K"
"심팩","009160","4.55K","3.06%","239.60B","120.14K"
"이연제약","102460","13.41K","3.07%","238.62B","21.18K"
"한솔제지","213500","10.02K","0.91%","236.10B","36.20K"
"세방","004360","11.60K","-0.26%","235.62B","30.27K"
"세방우","004365","7.38K","0.82%","235.62B","424.00"
"CR홀딩스","000480","5.73K","0.35%","235.60B","19.98K"
"웅진씽크빅","095720","2.10K","1.20%","234.38B","35.41K"
"하나제약","293480","13.34K","1.37%","233.89B","6.25K"
"서흥캅셀","008490","21.40K","1.90%","233.50B","3.78K"
"제일약품","271980","16.50K","3.00%","233.44B","95.72K"
"제이에스코퍼레이션","194370","18.45K","1.49%","232.98B","17.15K"
"한국석유","004090","17.34K","-8.88%","232.05B","2.07M"
"동화약품","000020","8.56K","2.39%","231.72B","26.90K"
"삼영무역","002810","12.81K","-0.62%","227.23B","10.02K"
"STX","011810","7.68K","7.26%","221.82B","2.11M"
"한전산업","130660","6.95K","2.66%","220.70B","52.96K"
"서울가스","017390","56.70K","0.18%","219.77B","3.50K"
"디앤디플랫폼리츠","377190","3.40K","0.29%","218.32B","55.37K"
"KPX홀딩스","092230","55.60K","0.18%","218.18B","543.00"
"대덕","008060","6.18K","0.16%","217.77B","18.41K"
"SK디앤디","210980","11.64K","2.28%","217.11B","255.76K"
"효성화학","298000","58.10K","1.22%","216.94B","6.71K"
"한국토지신탁","034830","1.01K","1.50%","215.45B","286.12K"
"SNT에너지","100840","11.09K","2.21%","214.41B","110.30K"
"동성코퍼레이션","102260","4.50K","2.39%","213.92B","136.75K"
"롯데하이마트","071840","9.15K","1.10%","213.65B","11.37K"
"코오롱우","002025","12.94K","0.08%","212.15B","819.00"
"코오롱","002020","15.80K","0.64%","212.15B","9.10K"
"대한제분","001130","128.90K","0.00%","212.07B","874.00"
"AJ네트웍스","095570","4.68K","-0.21%","210.82B","246.47K"
"성신양회우","004985","12.59K","1.45%","210.73B","2.07K"
"성신양회","004980","8.39K","0.36%","210.73B","42.70K"
"KPX케미칼","025000","44.55K","0.56%","210.66B","4.17K"
"이엔플러스","074610","3.15K","5.17%","210.42B","1.87M"
"JW홀딩스","096760","2.94K","1.21%","209.45B","83.98K"
"환인제약","016580","13.71K","0.07%","209.16B","9.11K"
"잇츠한불","226320","11.83K","1.89%","204.53B","11.94K"
"코오롱모빌리티그룹","450140","3.21K","3.05%","204.01B","174.04K"
"신한서부티엔디리츠","404990","3.73K","2.19%","203.96B","48.79K"
"백산","035150","13.57K","3.04%","202.54B","121.06K"
"세하","027970","1.03K","0.29%","202.16B","22.27K"
"디아이씨","092200","5.33K","3.50%","199.54B","255.74K"
"삼영전자","005680","9.82K","-0.41%","197.20B","53.83K"
"이구산업","025820","5.98K","1.70%","196.63B","2.81M"
"한국공항","005430","65.70K","2.50%","196.03B","8.69K"
"서연","007860","9.09K","0.66%","196.02B","107.47K"
"교촌에프앤비","339770","7.97K","1.66%","195.86B","13.83K"
"하이트진로홀딩스","000140","8.93K","0.34%","195.66B","4.29K"
"하이트진로홀딩스우","000145","11.82K","1.03%","195.66B","18.00"
"TYM","002900","4.64K","2.09%","195.32B","127.28K"
"부국증권우","001275","20.30K","0.00%","195.28B","233.00"
"부국증권","001270","23.00K","1.10%","195.28B","1.28K"
"넥스틸","092790","7.58K","1.20%","194.75B","2.35M"
"현대코퍼레이션","011760","16.54K","2.54%","193.74B","22.34K"
"코람코더원리츠","417310","4.84K","1.26%","193.11B","10.39K"
"NPC우","004255","2.76K","0.91%","192.55B","7.94K"
"NPC","004250","5.08K","2.32%","192.55B","55.27K"
"GS 글로벌","001250","2.38K","2.36%","192.21B","279.01K"
"경방","000050","7.76K","0.78%","191.85B","1.82K"
"AK 홀딩스","006840","14.87K","1.23%","191.64B","4.60K"
"HDC랩스","039570","8.18K","-1.68%","191.15B","4.44K"
"Chosun Refractories","462520","16.25K","1.06%","190.53B","11.77K"
"화승인더","006060","3.88K","1.17%","189.96B","342.55K"
"대원전선우","006345","5.11K","-1.73%","189.94B","2.37M"
"대원전선","006340","2.52K","3.06%","189.94B","31.77M"
"대교우B","019685","1.54K","1.25%","188.46B","36.38K"
"대교","019680","2.51K","1.41%","188.46B","6.15K"
"무림P&P","009580","3.02K","0.17%","188.34B","55.94K"
"태림포장","011280","2.81K","3.12%","187.59B","83.80K"
"노루페인트우","090355","13.40K","2.92%","187.43B","1.54K"
"노루페인트","090350","9.22K","1.65%","187.43B","40.05K"
"삼일제약","000520","9.75K","0.10%","185.47B","247.25K"
"일진홀딩스","015860","4.11K","1.86%","185.32B","45.86K"
"JW생명과학","234080","12.12K","2.71%","182.72B","15.74K"
"한세예스24홀딩스","016450","4.66K","0.32%","182.46B","8.65K"
"토니모리","214420","7.96K","4.74%","181.66B","1.35M"
"신대양제지","016590","5.70K","2.52%","180.92B","28.24K"
"미원에스씨","107590","77.70K","-0.51%","180.84B","64.00"
"덕양산업","024900","5.56K","0.00%","180.30B","1.66M"
"다올투자증권","030210","3.11K","2.13%","180.17B","43.17K"
"조광피혁","004700","49.35K","-1.10%","179.74B","1.84K"
"일신방직","003200","8.56K","1.90%","178.93B","11.70K"
"Dongkuk Coated Metal","460850","6.15K","2.84%","178.79B","80.72K"
"한독","002390","13.06K","0.62%","178.65B","10.06K"
"일진다이아","081000","12.78K","1.75%","178.33B","13.66K"
"사조산업","007160","36.15K","1.26%","178.25B","3.18K"
"경보제약","214390","7.44K","0.00%","177.87B","0.00"
"삼성출판사","068290","18.05K","1.86%","177.20B","29.21K"
"KSS해운","044450","7.89K","0.77%","176.78B","27.75K"
"진원생명과학","011000","2.29K","1.55%","176.49B","109.07K"
"삼화페인트","000390","7.63K","2.01%","176.46B","131.60K"
"모토닉","009680","8.14K","0.12%","175.83B","10.44K"
"동양우","001525","5.58K","0.36%","175.07B","101.00"
"동양2우B","001527","11.25K","-0.09%","175.07B","999.00"
"동양","001520","916.00","0.99%","175.07B","118.49K"
"경농","002100","9.87K","1.13%","174.36B","12.94K"
"한솔테크닉스","004710","5.58K","1.27%","173.11B","71.71K"
"에스엠벡셀","010580","1.55K","-0.39%","173.10B","24.13K"
"유니퀘스트","077500","7.08K","2.61%","172.36B","77.77K"
"진양홀딩스","100250","3.21K","0.16%","171.53B","16.23K"
"아시아나IDT","267850","15.82K","2.99%","170.50B","20.23K"
"강남제비스코","000860","26.40K","1.73%","168.68B","9.21K"
"태경산업","015890","5.84K","1.74%","167.77B","17.32K"
"에이블씨엔씨","078520","6.59K","2.65%","167.01B","62.58K"
"퍼스텍","010820","3.44K","0.44%","166.19B","544.14K"
"코오롱글로벌우","003075","13.00K","-0.91%","165.60B","374.00"
"코오롱글로벌","003070","8.32K","0.60%","165.60B","7.93K"
"그린케미칼","083420","7.21K","1.98%","164.92B","68.89K"
"동아지질","028100","12.27K","0.90%","164.81B","10.66K"
"키다리스튜디오","020120","4.47K","0.67%","164.67B","41.26K"
"선진","136490","7.01K","1.30%","164.55B","32.42K"
"동아타이어","282690","11.86K","-0.75%","164.09B","10.62K"
"예스코","015360","38.45K","0.00%","164.02B","1.74K"
"한컴라이프케어","372910","5.90K","0.00%","163.28B","2.56M"
"DB금융투자","016610","4.00K","0.00%","162.91B","42.36K"
"아주스틸","139990","6.28K","2.78%","161.62B","40.62K"
"한라","014790","1.95K","0.83%","160.56B","19.27K"
"우진","105840","8.14K","1.88%","158.34B","126.86K"
"세종공업","033530","5.81K","0.35%","156.63B","54.45K"
"유니켐","011330","1.62K","-0.61%","156.20B","199.96K"
"자이에스앤디","317400","4.00K","0.00%","154.94B","35.72K"
"금호건설","002990","4.14K","-0.48%","152.80B","13.82K"
"금호산업우","002995","11.99K","0.00%","152.80B","84.00"
"페이퍼코리아","001020","865.00","1.05%","152.30B","8.83K"
"제일파마","002620","10.09K","2.54%","151.06B","522.80K"
"삼성제약","001360","1.63K","1.75%","150.78B","264.86K"
"한미글로벌","053690","15.10K","2.10%","150.44B","45.00K"
"KB Star REIT","432320","4.21K","1.20%","149.60B","74.56K"
"효성ITX","094280","12.50K","0.16%","148.61B","2.91K"
"태경케미컬","006890","13.22K","0.84%","148.59B","19.62K"
"금강공업","014280","5.35K","1.13%","147.25B","40.00K"
"금강공업우","014285","8.74K","1.04%","147.25B","649.00"
"현대리바트","079430","7.32K","0.55%","146.43B","6.30K"
"경동가스","012320","69.00K","2.99%","146.08B","66.49K"
"NH올원리츠","400760","3.42K","0.74%","143.06B","15.19K"
"태경비케이","014580","5.26K","1.54%","142.88B","92.59K"
"미원화학","134380","70.60K","0.14%","142.36B","845.00"
"대성홀딩스","016710","8.88K","0.45%","142.23B","11.63K"
"한국프랜지","010100","4.79K","2.57%","142.20B","121.91K"
"아남전자","008700","1.87K","1.74%","142.06B","237.43K"
"신세계I&C","035510","10.98K","1.67%","141.97B","12.86K"
"디와이","013570","5.76K","0.17%","141.85B","57.34K"
"대창단조","015230","5.58K","2.39%","141.16B","89.59K"
"대성산업","128820","3.77K","0.27%","140.66B","99.84K"
"디와이파워","210540","12.82K","0.87%","140.27B","20.30K"
"경인양행","012610","3.37K","0.00%","139.91B","40.35K"
"신흥","004080","14.90K","0.54%","139.84B","1.82K"
"대영포장","014160","1.33K","4.22%","138.75B","1.40M"
"삼양통상","002170","49.30K","-0.70%","138.23B","3.31K"
"덕성","004830","8.71K","0.46%","137.80B","3.43M"
"덕성우","004835","13.31K","1.06%","137.80B","921.60K"
"한국주철관","000970","6.42K","0.47%","137.46B","12.44K"
"만호제강","001080","47.15K","0.00%","136.40B","0.00"
"해태제과식품","101530","5.22K","1.75%","136.04B","15.03K"
"사조동아원","008040","965.00","0.00%","136.01B","112.62K"
"진흥기업","002780","952.00","1.82%","135.96B","343.12K"
"진흥기업2우B","002787","12.30K","-0.97%","135.96B","200.00"
"진흥기업우B","002785","4.23K","0.00%","135.96B","185.00"
"극동유화","014530","3.94K","-2.11%","135.35B","616.01K"
"인스코비","006490","1.17K","0.09%","135.01B","115.86K"
"신라교역","004970","8.46K","-0.94%","134.80B","34.03K"
"무학","033920","5.10K","0.39%","134.55B","16.76K"
"우신시스템","017370","8.95K","3.71%","134.18B","540.06K"
"용평리조트","070960","2.80K","0.54%","134.05B","72.38K"
"신세계푸드","031440","33.90K","-1.31%","133.01B","10.15K"
"일성신약","003120","19.03K","-0.16%","132.83B","16.37K"
"와이투솔루션","011690","3.52K","-3.17%","132.74B","186.50K"
"한신기계","011700","4.27K","4.40%","132.70B","260.92K"
"신일전자","002700","1.88K","0.75%","132.65B","320.74K"
"유수홀딩스","000700","5.36K","0.75%","130.33B","7.82K"
"삼영","003720","3.94K","1.94%","128.34B","84.31K"
"한양증권우","001755","12.96K","-0.84%","128.30B","578.00"
"한양증권","001750","10.19K","1.09%","128.30B","4.99K"
"종근당바이오","063160","23.40K","0.43%","127.82B","2.44K"
"NI스틸","008260","4.46K","1.36%","125.84B","465.06K"
"수산중공업","017550","2.02K","0.75%","124.80B","53.07K"
"샘표식품","248170","27.45K","1.86%","123.07B","14.65K"
"금호에이치티","214330","605.00","0.83%","122.25B","191.99K"
"동성제약","002210","5.27K","-1.13%","121.88B","24.04K"
"휴비스","079980","3.71K","0.14%","121.77B","53.17K"
"성창기업지주","000180","1.91K","0.26%","121.23B","32.22K"
"노루홀딩스우","000325","31.15K","4.88%","121.09B","623.00"
"노루홀딩스","000320","11.21K","0.90%","121.09B","9.74K"
"KH 필룩스","033180","1.33K","0.00%","120.55B","0.00"
"티와이홀딩스","363280","3.60K","5.43%","120.49B","108.03K"
"아센디오","012170","1.16K","-0.34%","120.14B","4.53M"
"KTcs","058850","3.19K","1.27%","119.51B","196.10K"
"벽산","007210","2.15K","2.62%","117.83B","90.39K"
"동인기연","111380","20.25K","5.63%","117.37B","49.47K"
"미래에셋글로벌리츠","396690","2.96K","0.34%","117.04B","29.17K"
"대한화섬","003830","103.30K","-0.67%","116.83B","188.00"
"동부건설우","005965","23.20K","1.75%","116.40B","258.00"
"동부건설","005960","4.95K","1.96%","116.40B","15.98K"
"동방","004140","2.37K","-1.46%","114.71B","1.10M"
"인지컨트롤스","023800","7.60K","0.53%","114.68B","9.83K"
"한솔홀딩스","004150","2.73K","0.18%","114.26B","41.02K"
"동남합성","023450","30.95K","-0.80%","113.90B","612.00"
"미창석유","003650","76.00K","1.47%","113.32B","2.69K"
"황금에스티","032560","6.78K","1.65%","113.32B","40.78K"
"경동도시가스","267290","19.30K","0.36%","113.27B","9.20K"
"이지스레지던스리츠","350520","3.98K","-0.13%","113.15B","6.99K"
"대창","012800","1.52K","2.97%","113.03B","1.68M"
"계룡건설","013580","12.88K","1.18%","112.76B","15.04K"
"모나리자","012690","3.15K","2.44%","112.61B","238.69K"
"다이나믹디자인","145210","6.17K","-5.08%","112.32B","212.41K"
"세아특수강","019440","13.48K","0.15%","112.32B","7.43K"
"HDC현대EP","089470","4.14K","-0.36%","111.77B","27.72K"
"동일고무벨트","163560","8.24K","3.13%","111.06B","333.32K"
"유니온머티리얼","047400","2.79K","7.10%","109.41B","1.11M"
"DRB동일","004840","5.83K","3.00%","109.08B","43.74K"
"삼원강재","023000","2.76K","1.47%","108.80B","13.28K"
"KCTC","009070","3.66K","0.83%","108.56B","28.13K"
"한국화장품","123690","6.88K","3.46%","106.85B","287.49K"
"광명전기","017040","2.71K","8.40%","106.18B","14.63M"
"한국특강","007280","1.74K","0.40%","105.21B","13.56K"
"에이프로젠제약","003060","1.59K","-0.19%","105.01B","307.84K"
"조흥","002600","174.70K","-0.11%","104.94B","5.00"
"두올","016740","3.56K","3.49%","104.75B","92.51K"
"인천도시가스","034590","25.45K","0.39%","104.49B","278.00"
"휴니드","005870","7.39K","-2.38%","104.31B","247.95K"
"광전자","017900","2.11K","1.93%","104.25B","116.81K"
"유화증권","003460","2.23K","0.22%","104.03B","2.06K"
"유화증권우","003465","2.23K","-0.45%","104.03B","786.00"
"현대약품","004310","3.79K","1.34%","103.65B","27.62K"
"삼익악기","002450","1.28K","0.23%","103.48B","31.47K"
"KIB플러그에너지","015590","431.00","-0.92%","103.09B","3.41M"
"팜스코","036580","2.91K","1.22%","100.68B","18.42K"
"크라운제과","264900","8.09K","0.87%","100.44B","4.79K"
"크라운제과우","26490K","10.69K","2.30%","100.44B","962.00"
"수출포장","002200","2.65K","0.95%","100.06B","64.19K"
"HS Ad","035000","6.18K","0.16%","100.00B","7.50K"
"국제약품","002720","5.00K","2.04%","99.23B","205.99K"
"디씨엠","024090","11.08K","-0.54%","99.07B","1.87K"
"한국내화","010040","2.79K","1.09%","97.81B","7.15K"
"테이팩스","055490","21.35K","4.15%","97.68B","12.31K"
"CJ씨푸드","011150","2.71K","0.37%","97.01B","59.69K"
"CJ씨푸드1우","011155","20.00K","1.37%","97.01B","69.00"
"샘표","007540","48.25K","0.94%","96.34B","2.48K"
"프레스티지바이오파마","950210","8.05K","1.26%","95.55B","9.15K"
"신원","009270","1.28K","1.50%","95.06B","42.18K"
"일동홀딩스","000230","8.40K","0.48%","94.40B","10.27K"
"현대코퍼레이션홀딩스","227840","10.71K","0.19%","94.30B","4.89K"
"팜젠사이언스","004720","5.19K","0.00%","94.13B","3.09M"
"인바이오젠","101140","467.00","0.00%","93.32B","0.00"
"조선선재","120030","96.80K","4.42%","92.70B","9.47K"
"한국화장품제조","003350","25.90K","1.57%","92.44B","34.46K"
"동일산업","004890","42.00K","-0.47%","91.41B","797.00"
"태영건설","009410","2.31K","0.00%","89.84B","0.00"
"태영건설우","009415","3.56K","0.00%","89.84B","0.00"
"성안","011300","1.31K","2.67%","89.81B","425.66K"
"코스맥스","044820","9.57K","1.92%","89.72B","2.69K"
"SG 충방","001380","2.00K","0.00%","89.70B","44.31K"
"화성산업","002460","9.85K","0.72%","89.47B","4.87K"
"크라운해태홀딩스","005740","5.84K","1.74%","88.09B","8.57K"
"크라운해태우","005745","9.70K","0.10%","88.09B","234.00"
"세이브존I&C","067830","2.35K","0.86%","87.80B","194.25K"
"기신정기","092440","2.98K","0.00%","87.02B","7.14K"
"웅진","016880","1.13K","1.61%","86.73B","97.13K"
"대동전자","008110","11.84K","1.81%","86.53B","141.15K"
"케이티스","058860","2.83K","0.71%","85.89B","72.92K"
"진양산업","003780","6.55K","-0.61%","85.67B","35.18K"
"대양금속","009190","2.04K","-6.42%","85.61B","1.02M"
"무림페이퍼","009200","2.08K","0.97%","85.51B","44.53K"
"에이플러스에셋","244920","3.78K","0.00%","85.46B","11.74K"
"한진중공업홀딩스","003480","3.32K","2.15%","84.79B","34.67K"
"신영와코루","005800","9.36K","-0.32%","84.51B","589.00"
"인팩","023810","8.50K","0.59%","84.50B","9.57K"
"SG세계물산","004060","409.00","-1.68%","82.69B","578.71K"
"유니온","000910","5.52K","4.94%","82.12B","1.25M"
"영풍제지","006740","1.92K","3.46%","81.80B","410.75K"
"콤텍시스템","031820","684.00","1.63%","81.47B","183.03K"
"깨끗한나라우","004545","13.44K","1.43%","81.37B","295.00"
"깨끗한나라","004540","2.23K","1.83%","81.37B","31.77K"
"동양철관","008970","708.00","3.66%","81.19B","625.82K"
"지엠비코리아","013870","4.26K","0.24%","81.15B","9.63K"
"사조오양","006090","8.58K","0.23%","80.66B","1.60K"
"대현","016090","1.89K","1.34%","80.51B","50.01K"
"태평양물산","007980","1.66K","1.16%","79.94B","259.56K"
"NH프라임리츠","338100","4.25K","0.24%","79.03B","20.45K"
"신세계건설","034300","10.22K","0.49%","78.92B","7.72K"
"일신석재","007110","1.03K","1.67%","78.82B","71.68K"
"고려산업","002140","3.15K","-0.16%","77.71B","89.24K"
"KC코트렐","119650","1.25K","2.70%","77.68B","69.84K"
"동방아그로","007590","6.25K","-0.16%","77.66B","2.72K"
"미래에셋맵스리츠","357250","3.13K","0.97%","77.61B","66.81K"
"고려포리머","009810","599.00","-2.12%","77.57B","124.98K"
"화승코퍼레이션","013520","1.77K","1.38%","77.44B","48.78K"
"세원정공","021820","7.76K","0.39%","77.30B","2.37K"
"씨티알모빌리티","308170","9.02K","1.23%","76.72B","7.10K"
"신송홀딩스","006880","7.30K","2.82%","76.61B","132.96K"
"대호에이엘","069460","1.17K","2.91%","76.51B","847.47K"
"동원금속","018500","1.62K","0.93%","75.26B","125.09K"
"방림","003610","2.06K","0.49%","74.79B","16.77K"
"마스턴프리미어리츠","357430","2.79K","0.18%","74.16B","32.22K"
"상신브레이크","041650","3.89K","1.97%","73.86B","40.55K"
"유유제약1우","000225","4.97K","1.63%","73.46B","11.36K"
"유유제약2우B","000227","10.90K","-0.82%","73.46B","2.65K"
"유유제약","000220","4.70K","3.41%","73.46B","107.43K"
"상상인증권","001290","694.00","0.58%","73.32B","125.67K"
"써니전자","004770","1.97K","-1.35%","73.26B","1.57M"
"삼호개발","010960","3.29K","0.92%","72.89B","4.85K"
"화천기계","010660","3.83K","4.08%","72.86B","1.02M"
"새론오토모티브","075180","3.79K","0.80%","72.19B","2.71K"
"SH에너지화학","002360","645.00","-2.12%","72.02B","1.25M"
"에스메디","118000","506.00","0.60%","71.82B","223.87K"
"화승알앤에이","378850","3.88K","3.19%","71.50B","43.65K"
"한신공영","004960","6.27K","1.79%","71.28B","9.71K"
"태양금속우","004105","4.19K","6.62%","70.74B","54.72K"
"태양금속","004100","2.08K","7.11%","70.74B","693.48K"
"쌍방울","102280","269.00","0.00%","70.63B","0.00"
"대원화성","024890","1.73K","1.23%","69.66B","14.10K"
"마니커","027740","1.11K","1.56%","69.28B","93.16K"
"까뮤이앤씨","013700","1.56K","1.89%","69.22B","74.56K"
"유성기업","002920","2.70K","0.56%","68.86B","14.02K"
"삼성공조","006660","9.06K","3.42%","68.86B","48.67K"
"명문제약","017180","2.06K","0.73%","68.74B","18.86K"
"미래산업","025560","2.31K","2.67%","68.42B","364.94K"
"대우부품","009320","1.39K","1.09%","67.89B","55.96K"
"보해양조","000890","494.00","1.23%","67.88B","108.53K"
"보락","002760","1.13K","0.62%","67.51B","65.91K"
"엔케이","085310","873.00","2.71%","67.05B","188.12K"
"세원이앤씨","091090","254.00","0.00%","66.99B","0.00"
"CS홀딩스","000590","63.60K","2.58%","66.78B","1.52K"
"천일고속","000650","46.75K","0.00%","66.71B","36.00"
"영보화학","014440","3.42K","0.29%","66.50B","26.96K"
"삼화전자","011230","4.00K","2.17%","66.16B","95.39K"
"DSR","155660","4.14K","0.61%","65.84B","19.55K"
"화천기공","000850","30.50K","2.01%","65.78B","2.17K"
"동국실업","001620","586.00","-0.68%","65.66B","152.08K"
"조비","001550","12.75K","1.43%","65.26B","7.50K"
"호전실업","111110","7.34K","4.26%","65.14B","83.91K"
"일성건설","013360","1.20K","0.42%","64.51B","167.09K"
"인터지스","129260","2.29K","0.00%","64.47B","41.32K"
"서울식품","004410","173.00","0.58%","64.46B","756.66K"
"서울식품우","004415","1.72K","0.06%","64.46B","3.72K"
"티에이치엔","019180","3.60K","1.41%","63.81B","46.11K"
"오리엔트바이오","002630","547.00","2.05%","63.55B","114.43K"
"진양폴리","010640","6.34K","0.00%","63.40B","42.06K"
"대림B&Co","005750","3.90K","2.63%","63.35B","17.99K"
"서원","021050","1.34K","1.67%","62.52B","598.10K"
"한솔로지스틱스","009180","2.25K","0.90%","61.73B","46.40K"
"평화산업","090080","1.14K","1.25%","61.60B","52.08K"
"삼정펄프","009770","24.85K","1.02%","61.50B","481.00"
"다스코","058730","3.42K","1.79%","61.38B","35.41K"
"조광페인트","004910","6.13K","2.17%","60.97B","22.47K"
"한솔홈데코","025750","753.00","0.13%","60.58B","74.33K"
"갤럭시아SM","011420","2.21K","1.37%","60.20B","113.09K"
"씨아이테크","004920","1.19K","-0.92%","60.03B","441.97K"
"부국철강","026940","3.08K","2.67%","60.00B","1.82M"
"DSR제강","069730","4.12K","0.24%","59.18B","74.54K"
"하이스틸","071090","3.46K","18.93%","58.63B","15.47M"
"혜인","003010","5.53K","1.47%","58.58B","55.77K"
"핸즈코퍼레이션","143210","2.74K","0.55%","58.57B","14.31K"
"제일연마","001560","8.70K","1.16%","58.57B","2.29K"
"대구백화점","006370","7.50K","6.69%","58.50B","102.91K"
"비상교육","100220","4.88K","2.52%","58.26B","27.71K"
"IHQ","003560","239.00","0.00%","58.20B","0.00"
"남광토건","001260","6.05K","2.20%","58.16B","8.83K"
"한세엠케이","069640","2.11K","0.00%","57.89B","12.96K"
"삼화왕관","004450","31.90K","0.16%","57.77B","235.00"
"사조씨푸드","014710","3.35K","0.30%","57.60B","8.12K"
"한국종합기술","023350","5.37K","2.09%","57.60B","15.64K"
"한일철강","002220","2.42K","2.97%","57.35B","200.55K"
"남성","004270","1.83K","0.16%","57.26B","12.95K"
"성보화학","003080","2.90K","-0.17%","56.81B","8.13K"
"삼일씨엔에스","004440","4.45K","1.02%","56.08B","17.62K"
"이건산업","008250","5.38K","-0.37%","56.03B","18.55K"
"부산산업","011390","53.30K","1.14%","55.65B","744.00"
"진양화학","051630","3.57K","2.00%","55.30B","39.10K"
"대유에이텍","002880","1.18K","0.34%","55.00B","45.62K"
"일진디스플","020760","1.07K","0.09%","54.95B","21.61K"
"텔코웨어","078000","10.12K","-0.30%","54.77B","5.36K"
"문배철강","008420","2.83K","2.35%","54.28B","2.71M"
"우진플라임","049800","2.71K","0.37%","54.10B","39.64K"
"동양피스톤","092780","4.28K","0.23%","53.83B","73.29K"
"선도전기","007610","3.00K","0.00%","53.61B","0.00"
"에스제이엠","123700","3.49K","2.65%","53.06B","48.26K"
"계양전기우","012205","3.97K","0.13%","52.71B","1.89K"
"계양전기","012200","1.84K","3.71%","52.71B","270.32K"
"유니드비티플러스","446070","5.00K","1.32%","52.37B","53.03K"
"한익스프레스","014130","4.54K","2.37%","52.27B","43.94K"
"인디에프","014990","685.00","0.88%","51.00B","77.50K"
"KC그린홀딩스","009440","2.40K","5.26%","50.44B","106.92K"
"STX그린로지스","465770","7.44K","6.29%","50.20B","78.03K"
"모나미","005360","2.69K","1.51%","50.17B","74.14K"
"금비","008870","61.00K","-0.16%","50.01B","9.19K"
"우성","006980","19.27K","-0.87%","49.90B","3.22K"
"웰바이오텍","010600","545.00","0.00%","49.55B","0.00"
"에쓰씨엔지니어링","023960","1.50K","0.00%","49.29B","168.06K"
"에이엔피","015260","1.09K","-0.64%","49.15B","85.70K"
"한창제지","009460","826.00","0.49%","49.05B","36.67K"
"티웨이홀딩스","004870","443.00","0.91%","49.00B","125.78K"
"SJM홀딩스","025530","3.71K","2.49%","48.99B","63.75K"
"케이탑리츠","145270","1.02K","0.69%","48.18B","85.56K"
"시디즈","134790","29.15K","2.64%","47.68B","8.96K"
"메타랩스","090370","1.79K","-2.72%","45.77B","83.36K"
"대림통상","006570","2.98K","-0.33%","45.12B","1.00K"
