종목명,기호,종가,변동 %,시가 총액,거래량,섹터
케이씨에스,115500,6.87K,0.88%,79.83B,18.22K,기술
NPX Inc,222160,8.04K,0.00%,79.55B,0.00,기술
엔시스,333620,8.04K,4.96%,79.14B,143.59K,기술
엠젠솔루션,032790,2.35K,24.34%,79.09B,14.04M,기술
이라이콤,041520,6.89K,1.92%,79.08B,24.23K,기술
미투온,201490,2.55K,1.19%,78.77B,171.70K,기술
아이엠,101390,9.01K,3.68%,78.38B,177.17K,기술
알체라,347860,3.73K,3.04%,77.95B,78.21K,기술
마이크로컨텍솔,098120,9.97K,6.40%,77.89B,125.44K,기술
러셀,217500,2.74K,2.43%,77.60B,36.49K,기술
티라유텍,322180,4.74K,1.39%,77.23B,22.51K,기술
텔콘RF제약,200230,696.00,0.87%,77.20B,169.04K,기술
오픈베이스,049480,2.50K,2.46%,76.51B,83.02K,기술
핑거,163730,8.47K,1.56%,76.48B,11.29K,기술
디스플레이텍,066670,4.96K,1.85%,76.45B,58.99K,기술
탑코미디어,134580,3.51K,-0.57%,76.42B,133.06K,기술
인포뱅크,039290,9.28K,0.11%,76.25B,19.92K,기술
한컴위드,054920,3.17K,3.59%,76.07B,86.49K,기술
머큐리,100590,4.88K,1.66%,76.06B,53.62K,기술
케어랩스,263700,3.98K,1.53%,76.05B,94.90K,기술
포시에스,189690,2.81K,1.26%,75.96B,81.46K,기술
제이씨현시스템,033320,4.13K,2.74%,75.95B,128.86K,기술
바이브컴퍼니,301300,6.28K,2.61%,75.38B,16.08K,기술
프로이천,321260,2.69K,1.70%,74.43B,72.51K,기술
트윔,290090,10.70K,0.66%,74.38B,2.09K,기술
KX하이텍,052900,1.38K,0.95%,74.18B,325.33K,기술
동아엘텍,088130,8.77K,3.79%,73.88B,83.54K,기술
RF머트리얼즈,327260,8.79K,0.46%,73.79B,9.46K,기술
한국전자인증,041460,3.98K,2.45%,73.44B,47.22K,기술
큐로컴,040350,514.00,-0.19%,73.43B,591.13K,기술
줌인터넷,239340,2.79K,2.57%,73.38B,43.01K,기술
현우산업,092300,4.03K,0.75%,73.19B,354.17K,기술
브리지텍,064480,6.90K,2.07%,72.32B,37.53K,기술
아이톡시,052770,1.58K,-5.06%,72.29B,301.25K,기술
나무기술,242040,2.22K,1.83%,72.24B,140.52K,기술
모비릭스,348030,7.32K,-1.88%,71.64B,19.22K,기술
이노시뮬레이션,274400,9.16K,0.00%,71.63B,24.16K,기술
iMBC,052220,3.21K,5.07%,70.38B,495.06K,기술
코스텍시스,355150,9.12K,0.44%,69.98B,17.04K,기술
우리넷,115440,6.62K,2.16%,69.69B,40.62K,기술
하이소닉,106080,4.52K,0.67%,69.47B,11.28K,기술
키네마스터,139670,5.06K,3.16%,69.25B,29.32K,기술
엔투텍,227950,678.00,1.80%,68.98B,91.77K,기술
에이텍티앤,224110,13.99K,1.97%,68.87B,29.05K,기술
파수,150900,6.35K,6.01%,68.63B,389.26K,기술
Eco Volt,097780,1.01K,0.40%,68.41B,96.25K,기술
엑트로,290740,7.28K,0.00%,67.94B,9.80K,기술
씨이랩,189330,11.30K,1.44%,67.87B,18.12K,기술
수산아이앤티,050960,10.11K,0.90%,67.65B,17.55K,기술
영림원소프트랩,060850,8.43K,-0.24%,66.84B,10.12K,기술
에이루트,096690,391.00,0.00%,65.61B,0.00,기술
기가레인,049080,786.00,2.61%,65.02B,1.79M,기술
뉴지랩파마,214870,1.39K,0.00%,64.72B,0.00,기술
슈프리마에이치큐,094840,6.95K,-0.43%,64.49B,789.13K,기술
이글루시큐리티,067920,6.18K,0.82%,63.96B,21.40K,기술
DeepMind Platform,223310,1.47K,0.96%,63.58B,78.06K,기술
웨이브일렉트로,095270,4.99K,1.22%,62.91B,1.63K,기술
소프트센,032680,620.00,3.16%,62.67B,706.40K,기술
소프트센,032685,10.00K,2.15%,62.67B,715.00,기술
우리로,046970,1.50K,3.95%,62.62B,150.88K,기술
픽셀플러스,087600,8.59K,2.75%,62.24B,10.46K,기술
미디어젠,279600,13.25K,-0.08%,62.12B,11.83K,기술
앱코,129890,1.25K,1.71%,61.79B,351.48K,기술
핑거스토리,417180,3.78K,2.30%,61.66B,76.39K,기술
피엠티,147760,5.72K,1.42%,61.02B,190.96K,기술
푸른기술,094940,7.76K,0.78%,60.87B,74.00K,기술
오토앤,353590,4.79K,2.46%,60.26B,101.24K,기술
파인디앤씨,049120,1.34K,-1.98%,59.49B,47.50K,기술
쏘닉스,088280,3.40K,-0.29%,59.02B,139.90K,기술
플래티어,367000,6.84K,-2.70%,58.97B,70.49K,기술
브레인즈컴퍼니,099390,7.13K,0.71%,58.11B,5.11K,기술
블루콤,033560,3.40K,1.34%,57.25B,14.35K,기술
에이티세미콘,089530,600.00,0.00%,56.94B,0.00,기술
신화인터텍,056700,1.99K,1.17%,56.92B,52.46K,기술
이니텍,053350,3.26K,1.24%,56.89B,10.63K,기술
피델릭스,032580,1.80K,5.34%,56.46B,7.15M,기술
피씨디렉트,051380,3.69K,0.96%,55.99B,118.16K,기술
에스에이티,060540,2.19K,2.34%,55.79B,121.79K,기술
클라우드에어,036170,939.00,1.51%,55.75B,61.91K,기술
케이엘넷,039420,2.58K,1.98%,55.62B,40.62K,기술
라이콤,388790,1.95K,0.00%,55.46B,178.69K,기술
재영솔루텍,049630,655.00,-1.06%,55.37B,318.61K,기술
코위버,056360,5.94K,0.34%,55.33B,8.80K,기술
디지캡,197140,4.35K,2.59%,53.80B,12.13K,기술
지더블유바이텍,036180,583.00,0.34%,53.14B,134.34K,기술
현대통신,039010,6.60K,1.54%,53.14B,32.13K,기술
엔피디,198080,2.46K,-0.20%,53.08B,44.68K,기술
플레이위드,023770,6.29K,0.48%,53.00B,13.80K,기술
씨유테크,376290,3.02K,1.69%,52.35B,14.29K,기술
코아시아옵틱스,196450,1.17K,1.21%,52.33B,10.29K,기술
신도기연,290520,3.33K,0.60%,52.17B,23.28K,기술
디에이피,066900,2.96K,0.34%,52.01B,12.25K,기술
우리이앤엘,153490,1.03K,0.29%,51.94B,45.18K,기술
비투엔,307870,1.77K,16.10%,51.75B,2.37M,기술
알에프세미,096610,2.96K,0.00%,51.55B,0.00,기술
NHN벅스,104200,4.30K,4.74%,51.46B,25.04K,기술
대명소노시즌,007720,506.00,-0.39%,51.21B,162.12K,기술
이미지스,115610,3.40K,2.41%,50.94B,88.36K,기술
아이즈비전,031310,2.32K,1.53%,50.13B,42.67K,기술
루멘스,038060,1.07K,0.57%,49.84B,37.68K,기술
한빛소프트,047080,2.01K,0.85%,49.47B,45.73K,기술
위세아이텍,065370,6.75K,1.35%,49.18B,56.43K,기술
쌍용정보통신,010280,755.00,1.21%,48.58B,171.54K,기술
오브젠,417860,12.67K,3.01%,48.03B,7.86K,기술
에스에이티이엔지,351320,2.21K,2.31%,47.55B,46.25K,기술
비트나인,357880,4.40K,-2.00%,46.89B,290.74K,기술
솔트웨어,328380,1.40K,2.78%,46.76B,202.33K,기술
인포바인,115310,21.95K,0.69%,46.71B,13.26K,기술
아이앤씨,052860,2.72K,1.49%,46.39B,40.95K,기술
엔텔스,069410,4.78K,2.25%,46.31B,22.72K,기술
인지소프트,100030,17.58K,4.39%,46.26B,7.84K,기술
썸에이지,208640,333.00,0.30%,46.23B,96.10K,기술
코맥스,036690,2.88K,0.00%,45.89B,0.00,기술
오디텍,080520,4.36K,1.04%,45.65B,15.28K,기술
와이제이엠게임즈,193250,717.00,-0.42%,45.59B,53.42K,기술
네이블,153460,6.84K,-0.87%,45.06B,61.40K,기술
이루온,065440,1.73K,1.59%,44.97B,48.64K,기술
케이씨티,089150,2.69K,3.06%,44.85B,25.18K,기술
삼진,032750,4.89K,-1.21%,44.69B,61.67K,기술
알로이스,297570,1.29K,-0.23%,44.66B,38.39K,기술
싸이버원,356890,9.35K,0.00%,44.57B,0.00,기술
SGA솔루션즈,184230,710.00,1.00%,44.04B,62.56K,기술
비플라이소프트,148780,1.41K,1.15%,43.74B,102.00K,기술
아이디피,332370,3.39K,1.04%,43.53B,8.22K,기술
파버나인,177830,3.46K,0.29%,43.46B,20.94K,기술
백금T&A,046310,2.65K,0.38%,43.43B,137.46K,기술
동일기연,032960,11.65K,1.39%,43.39B,8.85K,기술
티엘아이,062860,5.80K,0.00%,42.84B,0.00,기술
대신정보통신,020180,1.13K,1.35%,42.81B,215.99K,기술
라닉스,317120,4.29K,-2.72%,42.49B,905.73K,기술
유니온커뮤니티,203450,3.27K,-0.15%,42.33B,23.12K,기술
신화콘텍,187270,4.62K,0.76%,42.13B,72.22K,기술
앤씨앤,092600,1.75K,2.77%,41.58B,95.89K,기술
KH 일렉트론,111870,198.00,0.00%,41.44B,0.00,기술
THE E&M,089230,2.04K,-1.21%,41.25B,45.69K,기술
휴네시온,290270,4.64K,5.33%,41.14B,25.61K,기술
정원엔시스,045510,1.29K,0.63%,40.29B,14.57K,기술
이엠앤아이,083470,1.97K,5.57%,39.86B,116.72K,기술
휴맥스홀딩스,028080,3.69K,2.21%,39.47B,11.86K,기술
포커스에이치엔에스,331380,2.06K,2.23%,38.48B,46.55K,기술
바이오로그디바이스,208710,624.00,1.96%,38.31B,71.12K,기술
아이크래프트,052460,3.24K,1.25%,38.27B,31.62K,기술
이씨에스,067010,3.29K,1.08%,38.09B,29.63K,기술
토탈소프트,045340,4.90K,2.51%,37.87B,32.30K,기술
영우디에스피,143540,869.00,0.46%,37.79B,194.56K,기술
룽투코리아,060240,1.56K,2.16%,37.73B,105.80K,기술
시큐브,131090,944.00,-0.11%,37.61B,35.33K,기술
알파홀딩스,117670,945.00,0.00%,37.46B,0.00,기술
베셀,177350,457.00,0.44%,36.34B,1.27M,기술
모아텍,033200,4.01K,2.55%,36.04B,24.23K,기술
누리플렉스,040160,3.26K,2.35%,35.98B,34.18K,기술
이노룰스,296640,7.27K,2.54%,35.98B,170.41K,기술
코이즈,121850,1.18K,0.08%,35.83B,68.90K,기술
알엔투테크놀로지,148250,4.52K,-6.32%,35.66B,47.90K,기술
네오리진,094860,1.69K,1.74%,35.55B,33.97K,기술
파인디지털,038950,4.32K,0.23%,35.35B,8.66K,기술
인콘,083640,458.00,0.66%,35.09B,220.43K,기술
성우테크론,045300,3.62K,1.68%,34.91B,12.05K,기술
해성옵틱스,076610,1.36K,-0.44%,34.83B,29.61K,기술
엘엠에스,073110,5.91K,-0.34%,34.30B,25.04K,기술
옵티코어,380540,1.23K,-0.41%,34.19B,73.48K,기술
엔시트론,101400,568.00,-1.22%,34.03B,128.88K,기술
아이윈플러스,123010,1.04K,-0.10%,33.88B,23.83K,기술
파인텍,131760,780.00,0.00%,33.88B,38.68K,기술
핀텔,291810,3.03K,1.68%,33.80B,43.53K,기술
플랜티넷,075130,2.24K,1.59%,33.79B,16.84K,기술
기산텔레콤,035460,2.33K,1.09%,33.53B,46.71K,기술
드래곤플라이,030350,487.00,1.88%,33.17B,113.88K,기술
모코엠시스,333050,1.38K,1.02%,33.16B,44.62K,기술
Panacea,058530,1.62K,0.00%,32.52B,0.00,기술
아이티아이즈,372800,5.50K,1.10%,32.03B,6.76K,기술
성우전자,081580,2.07K,1.22%,31.09B,24.79K,기술
소프트캠프,258790,1.34K,4.28%,30.81B,393.36K,기술
제이엠아이,033050,964.00,-0.21%,30.76B,41.61K,기술
라이프시맨틱스,347700,2.03K,4.53%,30.42B,107.62K,기술
Welkeeps Hitech,043590,1.12K,-0.71%,30.05B,105.36K,기술
시큐센,232830,2.60K,1.76%,29.91B,50.48K,기술
Cellfie Global,068940,778.00,0.00%,29.33B,0.00,기술
케스피온,079190,764.00,0.00%,29.30B,52.49K,기술
알티캐스트,085810,990.00,0.00%,28.62B,15.06K,기술
딜리,131180,1.03K,0.10%,28.48B,17.32K,기술
지란지교시큐리티,208350,3.40K,0.89%,28.23B,11.54K,기술
SGA,049470,476.00,3.48%,26.90B,622.89K,기술
더코디,224060,5.54K,-0.72%,26.34B,2.52K,기술
벨로크,424760,1.61K,0.56%,25.61B,14.31K,기술
한국정보공학,039740,3.15K,-0.79%,25.46B,76.38K,기술
엔지스테크널러지,208860,2.21K,0.00%,25.23B,0.00,기술
삼영에스앤씨,361670,4.36K,-0.34%,24.80B,5.46K,기술
비츠로시스,054220,490.00,-0.81%,24.29B,38.08K,기술
이엘피,063760,2.82K,2.55%,24.28B,31.11K,기술
피피아이,062970,2.45K,-5.95%,24.25B,3.24M,기술
BF랩스,139050,2.81K,0.00%,24.25B,0.00,기술
S&K폴리텍,091340,2.29K,2.47%,23.88B,44.29K,기술
인베니아,079950,1.09K,0.74%,23.58B,56.37K,기술
CS,065770,1.20K,0.93%,23.06B,64.71K,기술
에스에스알,275630,4.18K,0.12%,22.90B,14.36K,기술
에스엘바이오닉스,214310,306.00,0.00%,22.51B,0.00,기술
스카이문스테크놀로지,033790,1.41K,5.53%,22.50B,38.26K,기술
육일씨엔에쓰,191410,2.02K,0.00%,22.50B,41.09K,기술
세진티에스,067770,2.71K,1.88%,22.11B,8.05K,기술
디모아,016670,222.00,3.26%,21.90B,463.05K,기술
씨엔플러스,115530,327.00,2.83%,21.61B,369.33K,기술
비유테크놀러지,230980,229.00,0.00%,21.37B,0.00,기술
엑스큐어,070300,3.08K,8.08%,20.96B,77.20K,기술
에프알텍,073540,1.86K,1.31%,20.95B,14.96K,기술
에스유홀딩스,031860,160.00,0.00%,20.85B,0.00,기술
디지아이,043360,2.31K,-1.50%,20.82B,17.74K,기술
엘디티,096870,3.13K,0.64%,20.77B,21.90K,기술
비케이홀딩스,050090,1.04K,-1.05%,20.67B,74.95K,기술
파인테크닉스,106240,1.31K,1.63%,20.47B,45.00K,기술
한솔인티큐브,070590,1.50K,1.01%,20.32B,27.11K,기술
휴림네트웍스,192410,448.00,1.13%,19.28B,109.53K,기술
유아이디,069330,1.26K,-0.08%,17.85B,67.97K,기술
노블엠앤비,106520,411.00,0.00%,15.90B,0.00,기술
장원테크,174880,530.00,0.00%,11.45B,0.00,기술
아리온,058220,275.00,0.00%,10.72B,0.00,기술
투비소프트,079970,313.00,-0.63%,4.93B,363.14K,기술
해성산업,034810,7.41K,-0.13%,219.89B,18.38K,부동산
해성산업1우,03481K,8.42K,-0.82%,219.89B,1.26K,부동산
대원,007680,4.54K,2.36%,59.70B,1.54K,부동산
에코프로비엠,247540,229.00K,6.51%,21.00T,636.55K,산업
신성델타테크,065350,91.70K,2.23%,2.44T,397.15K,산업
LS머트리얼즈,417200,25.20K,5.44%,1.62T,987.76K,산업
에코프로에이치엔,383310,68.10K,2.87%,1.01T,118.57K,산업
더블유씨피,393890,31.30K,4.33%,1.01T,210.77K,산업
성일하이텍,365340,75.20K,3.01%,883.66B,21.12K,산업
People Tech MS,257370,9.21K,0.00%,859.79B,0.00,산업
에스에프에이,056190,25.35K,1.60%,816.30B,62.85K,산업
제룡전기,033100,51.50K,10.28%,750.11B,2.18M,산업
씨아이에스,222080,10.85K,4.93%,738.70B,556.93K,산업
제이오,418550,23.60K,4.89%,710.23B,149.53K,산업
에스피지,058610,27.50K,3.00%,592.14B,120.32K,산업
필에너지,378340,26.70K,4.71%,541.81B,457.22K,산업
디아이티,110990,30.90K,9.96%,515.56B,6.77M,산업
윤성에프앤씨,372170,66.10K,5.76%,498.69B,37.76K,산업
에코앤드림,101360,43.30K,4.21%,466.55B,951.47K,산업
신흥에스이씨,243840,56.20K,0.00%,437.45B,0.00,산업
다원시스,068240,12.81K,0.79%,435.49B,123.99K,산업
쎄트렉아이,099320,39.90K,3.91%,420.53B,60.61K,산업
웰크론강원,114190,16.13K,2.35%,411.70B,71.49K,산업
소룩스,290690,2.79K,0.00%,407.98B,0.00,산업
하나기술,299030,52.20K,3.98%,400.84B,40.80K,산업
비츠로셀,082920,18.10K,1.12%,398.20B,48.64K,산업
글로벌텍스프리,204620,6.99K,3.56%,383.31B,1.38M,산업
한국기업평가,034950,84.00K,0.24%,373.82B,2.62K,산업
태웅,044490,19.25K,4.00%,370.34B,128.60K,산업
한양이엔지,045100,20.70K,-3.94%,365.01B,450.70K,산업
엘오티베큠,083310,21.15K,0.48%,343.96B,238.27K,산업
코엔텍,029960,6.83K,0.59%,329.86B,23.70K,산업
뉴로메카,348340,32.00K,4.40%,322.80B,79.06K,산업
Earth Aerospace Manufacturing Ind,263540,40.30K,0.00%,311.67B,0.00,산업
한국정보통신,025770,8.64K,1.17%,305.32B,19.93K,산업
하이록코리아,013030,25.85K,5.94%,300.01B,60.45K,산업
로보스타,090360,30.95K,2.65%,293.96B,74.32K,산업
태광,023160,12.00K,6.67%,291.01B,209.21K,산업
인선이엔티,060150,6.23K,2.30%,272.97B,41.57K,산업
신성에스티,416180,30.75K,1.82%,271.77B,54.65K,산업
서희건설,035890,1.38K,1.40%,269.81B,207.85K,산업
하이비젼시스템,126700,21.35K,2.40%,267.69B,135.01K,산업
하이드로리튬,101670,5.60K,2.75%,264.76B,565.85K,산업
다날,064260,4.00K,3.35%,258.82B,2.33M,산업
JTC,950170,5.19K,1.37%,257.48B,87.66K,산업
케이엔솔,053080,19.92K,1.94%,253.21B,212.25K,산업
대명에너지,389260,14.80K,3.79%,243.13B,84.26K,산업
비에이치아이,083650,8.23K,5.38%,241.66B,468.01K,산업
유일로보틱스,388720,25.65K,-3.02%,236.41B,83.45K,산업
코윈테크,282880,23.00K,4.55%,235.04B,67.47K,산업
LS마린솔루션,060370,9.99K,6.16%,231.41B,194.04K,산업
원준,382840,15.69K,3.98%,229.21B,27.94K,산업
원익피앤이,217820,5.22K,1.56%,224.83B,75.51K,산업
씨에스베어링,297090,7.99K,0.50%,216.80B,87.31K,산업
비츠로테크,042370,8.44K,3.18%,214.32B,437.95K,산업
디와이피엔에프,104460,23.40K,5.64%,214.10B,107.72K,산업
상신이디피,091580,16.11K,2.03%,206.18B,82.61K,산업
어반리튬,073570,5.88K,3.70%,203.95B,673.05K,산업
아스트,067390,1.02K,-6.45%,203.59B,380.48K,산업
우리기술,032820,1.34K,3.38%,200.11B,1.64M,산업
이랜텍,054210,7.93K,1.80%,193.87B,27.00K,산업
진성티이씨,036890,9.92K,2.37%,193.66B,46.79K,산업
이랜시스,264850,6.69K,4.21%,193.20B,479.47K,산업
사람인에이치알,143240,17.72K,0.40%,191.61B,7.05K,산업
휴림로봇,090710,2.71K,2.07%,187.91B,200.63K,산업
영풍정밀,036560,11.85K,0.17%,186.32B,31.86K,산업
와이지-원,019210,5.63K,1.99%,185.33B,54.45K,산업
KG모빌리언스,046440,4.91K,2.40%,177.91B,43.34K,산업
대보마그네틱,290670,24.10K,2.12%,176.33B,17.97K,산업
유일에너테크,340930,5.11K,-0.78%,175.64B,82.48K,산업
일진파워,094820,11.65K,5.33%,166.77B,164.00K,산업
동신건설,025950,19.68K,-0.56%,166.24B,53.85K,산업
에스비비테크,389500,26.95K,0.19%,166.10B,32.31K,산업
한국전자금융,063570,5.56K,1.83%,165.60B,38.53K,산업
금화피에스시,036190,27.00K,-0.18%,159.75B,3.51K,산업
에이프로,262260,11.27K,1.99%,159.17B,22.23K,산업
고려신용정보,049720,11.23K,-1.49%,158.68B,86.52K,산업
케이에스피,073010,4.11K,3.79%,158.67B,725.93K,산업
지앤비에스엔지니어링,382800,5.23K,0.19%,157.14B,75.76K,산업
이크레더블,092130,12.96K,0.00%,156.09B,2.04K,산업
지투파워,388050,8.70K,4.44%,155.85B,788.01K,산업
동양이엔피,079960,19.99K,1.78%,154.37B,25.84K,산업
퀀타피아,078940,2.85K,0.00%,151.58B,0.00,산업
범한퓨얼셀,382900,18.20K,4.60%,149.34B,24.90K,산업
금양그린파워,282720,13.03K,6.02%,148.30B,278.72K,산업
티에스아이,277880,7.53K,3.01%,147.38B,68.39K,산업
빅텍,065450,4.93K,-4.27%,144.99B,1.80M,산업
켄코아에어로,274090,11.20K,0.45%,143.98B,23.94K,산업
양지사,030960,10.17K,-2.59%,143.40B,59.19K,산업
DMS,068790,6.12K,0.66%,143.06B,27.78K,산업
헥토파이낸셜,234340,17.47K,3.93%,139.53B,39.08K,산업
케이프,064820,5.22K,4.40%,139.51B,208.75K,산업
에이비프로바이오,195990,499.00,2.04%,139.21B,499.25K,산업
제일전기공업,199820,15.92K,29.96%,136.10B,10.17M,산업
보성파워텍,006910,2.90K,4.51%,135.54B,274.94K,산업
오리엔탈정공,014940,3.22K,8.24%,135.50B,273.16K,산업
시스웍,269620,889.00,0.00%,131.66B,0.00,산업
스맥,099440,3.52K,-0.14%,131.62B,246.25K,산업
한성크린텍,066980,2.67K,2.11%,130.58B,444.68K,산업
브이원텍,251630,8.78K,2.69%,130.50B,38.64K,산업
와이엠텍,273640,11.94K,0.42%,130.39B,10.87K,산업
케이엔에스,432470,30.80K,3.70%,128.82B,15.79K,산업
레드캡투어,038390,14.92K,0.74%,126.37B,2.48K,산업
지엔씨에너지,119850,8.13K,-3.90%,125.74B,1.85M,산업
나인테크,267320,2.94K,1.91%,125.22B,202.30K,산업
와이엔텍,067900,7.04K,2.18%,124.71B,59.15K,산업
특수건설,026150,7.24K,1.97%,124.58B,21.21K,산업
베노홀딩스,206400,4.24K,4.83%,124.17B,59.09K,산업
그린플러스,186230,11.63K,2.20%,122.22B,131.22K,산업
엠투아이,347890,7.20K,0.42%,121.27B,13.28K,산업
엠플러스,259630,10.16K,1.30%,121.08B,20.20K,산업
휴센텍,215090,1.50K,0.00%,120.78B,0.00,산업
태웅로직스,124560,3.31K,-0.45%,120.07B,281.39K,산업
대양전기공업,108380,13.46K,4.67%,118.85B,43.59K,산업
와이팜,332570,2.97K,1.89%,115.54B,80.19K,산업
이엠코리아,095190,2.81K,3.70%,115.18B,272.77K,산업
현대에버다임,041440,6.47K,0.62%,114.72B,86.96K,산업
서남,294630,5.64K,2.73%,111.80B,5.91M,산업
디바이스이엔지,187870,16.47K,0.18%,111.51B,15.31K,산업
지아이텍,382480,2.82K,1.62%,109.22B,93.60K,산업
인화정공,101930,12.26K,2.77%,108.17B,14.71K,산업
SCI평가정보,036120,2.99K,-3.08%,106.70B,449.14K,산업
이노메트리,302430,11.16K,2.67%,106.13B,17.02K,산업
유니트론텍,142210,5.78K,3.21%,105.82B,75.23K,산업
티에스넥스젠,043220,921.00,0.66%,105.65B,403.77K,산업
에스엠코어,007820,5.33K,3.29%,100.90B,67.81K,산업
에이테크솔루션,071670,10.18K,1.19%,100.60B,38.40K,산업
한라IMS,092460,6.38K,3.74%,100.51B,33.36K,산업
메쎄이상,408920,2.35K,0.00%,100.02B,20.00K,산업
선광,003100,17.63K,2.50%,99.31B,10.24K,산업
한선엔지니어링,452280,5.84K,4.47%,95.04B,36.82K,산업
제이엔케이히터,126880,4.15K,1.22%,94.99B,33.57K,산업
뉴온,123840,350.00,3.86%,94.73B,246.88K,산업
대동기어,008830,10.81K,2.56%,94.73B,96.43K,산업
센코,347000,2.91K,1.75%,94.39B,123.32K,산업
KCC건설,021320,4.43K,0.80%,94.05B,9.39K,산업
서호전기,065710,19.15K,0.42%,94.03B,1.98K,산업
해성티피씨,059270,8.12K,-6.34%,93.62B,510.61K,산업
일승,333430,3.19K,6.68%,92.03B,366.20K,산업
에스피시스템스,317830,9.20K,2.11%,91.64B,32.24K,산업
나이스디앤비,130580,5.89K,-0.51%,91.17B,2.08K,산업
광림,014200,1.01K,0.00%,91.14B,0.00,산업
세보엠이씨,011560,9.28K,2.09%,90.94B,17.61K,산업
모델솔루션,417970,14.33K,1.34%,90.45B,5.86K,산업
서한,011370,891.00,0.91%,88.19B,89.61K,산업
씨앤투스성진,352700,3.26K,-1.66%,87.88B,54.65K,산업
CNT85,056730,1.18K,-0.17%,87.45B,5.95K,산업
제이엠티,094970,5.30K,1.53%,87.24B,108.28K,산업
에프앤가이드,064850,7.42K,-1.20%,85.24B,11.57K,산업
모바일어플라이언스,087260,2.58K,-0.96%,84.96B,2.18M,산업
위드텍,348350,8.35K,0.72%,84.42B,3.38K,산업
P&K 스킨리서치,347740,2.80K,1.08%,83.13B,54.51K,산업
파라텍,033540,2.21K,-0.90%,82.31B,153.88K,산업
시공테크,020710,4.32K,0.47%,81.50B,11.50K,산업
희림,037440,6.44K,0.31%,81.05B,45.57K,산업
대성하이텍,129920,5.57K,-5.11%,80.51B,394.34K,산업
SBI핀테크솔루션즈,950110,3.48K,-0.29%,80.30B,2.37K,산업
이화전기,024810,901.00,0.00%,80.18B,0.00,산업
오르비텍,046120,2.90K,-3.17%,80.09B,755.82K,산업
유신,054930,27.15K,3.43%,78.75B,13.64K,산업
한국선재,025550,3.64K,3.70%,77.65B,109.91K,산업
동일금속,109860,9.23K,0.87%,77.40B,9.27K,산업
나래나노텍,137080,6.89K,-0.14%,76.31B,39.51K,산업
코메론,049430,8.43K,-0.71%,76.28B,23.55K,산업
웰크론,065950,2.79K,0.00%,75.88B,118.36K,산업
우림피티에스,101170,5.69K,1.07%,74.41B,37.46K,산업
수성,084180,636.00,-0.63%,74.14B,166.73K,산업
SM Life Design,063440,1.61K,0.81%,73.60B,59.80K,산업
에이치시티,072990,9.85K,-0.71%,70.17B,8.29K,산업
조광ILI,044060,731.00,0.00%,70.08B,0.00,산업
대모,317850,8.58K,2.39%,69.76B,106.50K,산업
대창솔루션,096350,437.00,0.69%,69.07B,364.92K,산업
프리엠스,053160,12.53K,-2.72%,69.03B,44.74K,산업
코콤,015710,4.27K,3.14%,68.72B,23.30K,산업
나라엠앤디,051490,5.03K,1.11%,68.69B,26.41K,산업
유성티엔에스,024800,2.08K,2.96%,67.63B,19.43K,산업
에이치와이티씨,148930,6.60K,2.64%,64.85B,10.49K,산업
힘스,238490,5.88K,2.26%,63.82B,82.87K,산업
자비스,254120,2.11K,2.93%,62.96B,193.86K,산업
원티드랩,376980,7.08K,1.14%,62.14B,13.75K,산업
에쎈테크,043340,649.00,0.31%,61.47B,4.99K,산업
스페코,013810,4.03K,-2.78%,60.67B,625.49K,산업
비디아이,148140,640.00,0.00%,60.28B,0.00,산업
윈텍,320000,3.33K,3.26%,59.57B,505.59K,산업
피에스텍,002230,3.65K,1.53%,59.34B,25.87K,산업
흥국,010240,5.42K,2.26%,58.67B,24.70K,산업
이지트로닉스,377330,6.96K,0.72%,56.04B,11.29K,산업
남화토건,091590,4.73K,0.85%,55.06B,22.38K,산업
성도이엔지,037350,3.88K,0.78%,54.75B,41.96K,산업
이상네트웍스,080010,5.47K,-0.73%,54.18B,18.60K,산업
상신전자,263810,3.94K,3.55%,54.12B,124.20K,산업
파워넷,037030,2.68K,2.10%,54.08B,68.16K,산업
서암기계공업,100660,4.38K,2.21%,54.05B,25.41K,산업
옴니시스템,057540,921.00,1.21%,54.00B,133.25K,산업
이즈미디어,181340,2.71K,0.00%,53.46B,0.00,산업
TPC,048770,3.43K,0.73%,53.45B,38.67K,산업
화성밸브,039610,5.12K,1.39%,52.57B,15.48K,산업
한국테크놀로지,053590,334.00,0.00%,52.50B,0.00,산업
세명전기,017510,4.12K,19.91%,52.45B,16.44M,산업
SG&G,040610,1.57K,1.62%,52.17B,21.89K,산업
엠브레인,169330,2.82K,0.00%,51.48B,7.77K,산업
한네트,052600,4.54K,2.48%,51.29B,40.68K,산업
YM,007530,2.69K,-0.19%,51.17B,21.45K,산업
우원개발,046940,2.83K,0.71%,50.88B,24.61K,산업
에너토크,019990,5.75K,6.88%,50.14B,4.12M,산업
이화공영,001840,2.62K,3.96%,50.01B,26.11K,산업
케이엠,083550,4.31K,0.94%,49.27B,17.56K,산업
이테크건설,016250,15.30K,1.93%,48.55B,911.00,산업
상상인인더스트리,101000,2.63K,1.94%,48.45B,172.16K,산업
엔터파트너즈,058450,4.65K,10.58%,48.32B,333.10K,산업
상지카일룸,042940,403.00,-0.25%,48.26B,304.31K,산업
아세아텍,050860,2.22K,1.37%,45.80B,50.55K,산업
