Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
000240.KS,KR7000240002,한국앤컴퍼니,KOSPI,,15990,2,-360,-2.2,16300,16350,15990,53614,864086230,1518014487600,94935240,STK
192820.KS,KR7192820009,코스맥스,KOSPI,,130600,1,5300,4.23,127000,131800,125200,184585,23885950700,1482245875400,11349509,STK
000080.KS,KR7000080002,하이트진로,KOSPI,,21100,2,-450,-2.09,21200,21350,20800,213338,4494340850,1479819192100,70133611,STK
298050.KS,KR7298050006,효성첨단소재,KOSPI,,328000,2,-1000,-0.3,330000,332000,325500,20046,6576218000,1469422944000,4479948,STK
005850.KS,KR7005850003,에스엘,KOSPI,,31450,2,-450,-1.41,31900,31950,31450,48652,1538981350,1460805954000,46448520,STK
145720.KS,KR7145720009,덴티움,KOSPI,,131100,1,3900,3.07,129200,133500,129100,67034,8850555600,1451123613000,11068830,STK
089030.KQ,KR7089030001,테크윙,KOSDAQ,우량기업부,38600,2,-100,-0.26,38600,39000,37250,1341747,51045574650,1441850697000,37353645,KSQ
018670.KS,KR7018670000,SK가스,KOSPI,,154500,2,-7200,-4.45,161600,161600,154500,10355,1623630700,1426072698000,9230244,STK
002710.KS,KR7002710002,TCC스틸,KOSPI,,53800,2,-2100,-3.76,55900,56400,53000,256833,13890802500,1410296898600,26213697,STK
336370.KS,KR7336370002,솔루스첨단소재,KOSPI,,19910,1,10,0.05,21150,21700,19840,7705507,158313316120,1398027319040,70217344,STK
298020.KS,KR7298020009,효성티앤씨,KOSPI,,322500,1,2000,0.62,320500,327500,319000,10144,3283689500,1395677445000,4327682,STK
121600.KQ,KR7121600001,나노신소재,KOSDAQ,우량기업부,114400,2,-4400,-3.7,119200,120400,114400,134249,15618876900,1391090043200,12159878,KSQ
137310.KS,KR7137310009,에스디바이오센서,KOSPI,,11000,3,0,0.0,10960,11290,10930,96553,1069669200,1369250883000,124477353,STK
139130.KS,KR7139130009,DGB금융지주,KOSPI,,8050,2,-90,-1.11,8070,8130,8000,572809,4617371560,1361623955650,169145833,STK
185750.KS,KR7185750007,종근당,KOSPI,,102800,1,1500,1.48,101200,103400,100600,27176,2773548000,1354330376000,13174420,STK
034230.KQ,KR7034230003,파라다이스,KOSDAQ,중견기업부,14640,2,-110,-0.75,14680,14780,14310,711320,10357862740,1343352858000,91759075,KSQ
078600.KQ,KR7078600004,대주전자재료,KOSDAQ,우량기업부,85900,2,-800,-0.92,86800,87100,85200,94938,8170518000,1329782938700,15480593,KSQ
069620.KS,KR7069620003,대웅제약,KOSPI,,114700,1,2200,1.96,113000,115700,112200,23433,2685092800,1328980152500,11586575,STK
214450.KQ,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,127300,1,3500,2.83,127500,130000,123600,349944,44675511700,1313789847900,10320423,KSQ
248070.KS,KR7248070005,솔루엠,KOSPI,,26000,3,0,0.0,26000,26450,25700,234656,6115016850,1300144326000,50005551,STK
006280.KS,KR7006280002,녹십자,KOSPI,,110700,2,-700,-0.63,111400,112300,110400,16354,1816912300,1293699756600,11686538,STK
375500.KS,KR7375500006,DL이앤씨,KOSPI,,33350,2,-1900,-5.39,34950,35150,33300,181688,6159774100,1290432327050,38693623,STK
067160.KQ,KR7067160002,아프리카TV,KOSDAQ,우량기업부,110300,2,-900,-0.81,111300,112600,108800,111533,12287131500,1267872800100,11494767,KSQ
399720.KQ,KR7399720002,가온칩스,KOSDAQ,벤처기업부,110200,1,5300,5.05,107000,113500,105200,875558,96710449300,1266012864000,11488320,KSQ
003690.KS,KR7003690005,코리안리,KOSPI,,7650,2,-220,-2.8,7850,7860,7600,545490,4182438090,1265061573900,165367526,STK
336260.KS,KR7336260005,두산퓨얼셀,KOSPI,,19310,1,140,0.73,19190,19640,19170,137199,2662603270,1264683849060,65493726,STK
253450.KQ,KR7253450001,스튜디오드래곤,KOSDAQ,우량기업부,42000,2,-500,-1.18,42550,42700,41950,65742,2773923050,1262456916000,30058498,KSQ
108320.KS,KR7108320003,LX세미콘,KOSPI,,76700,1,700,0.92,76700,77300,75900,66020,5051678000,1247471810000,16264300,STK
098460.KQ,KR7098460009,고영,KOSDAQ GLOBAL,우량기업부,18170,1,800,4.61,17580,18950,17570,2625032,48252901570,1247456898350,68654755,KSQ
006360.KS,KR7006360002,GS건설,KOSPI,,14480,2,-130,-0.89,14580,14640,14380,469543,6799550130,1239219975200,85581490,STK
353200.KS,KR7353200009,대덕전자,KOSPI,,24800,2,-400,-1.59,25600,25650,24750,605745,15201391950,1225539740000,49416925,STK
004490.KS,KR7004490009,세방전지,KOSPI,,87500,1,300,0.34,86500,88500,85600,62674,5450818100,1225000000000,14000000,STK
214370.KQ,KR7214370009,케어젠,KOSDAQ,벤처기업부,22700,1,1050,4.85,21950,23100,21550,195342,4413502850,1219330500000,53715000,KSQ
001740.KS,KR7001740000,SK네트웍스,KOSPI,,5490,2,-70,-1.26,5550,5600,5460,575623,3167785770,1214815681980,221277902,STK
005420.KS,KR7005420005,코스모화학,KOSPI,,31400,2,-1050,-3.24,32400,32700,31350,242429,7684634300,1206018359200,38408228,STK
004800.KS,KR7004800009,효성,KOSPI,,56300,2,-400,-0.71,56700,57000,56300,36374,2055334700,1186298707500,21071025,STK
161890.KS,KR7161890009,한국콜마,KOSPI,,50000,1,1350,2.77,48700,50700,48350,167465,8377586300,1180253850000,23605077,STK
036830.KQ,KR7036830008,솔브레인홀딩스,KOSDAQ GLOBAL,우량기업부,56200,1,1300,2.37,53800,58300,53800,275357,15525282800,1178179947200,20964056,KSQ
069960.KS,KR7069960003,현대백화점,KOSPI,,50100,2,-600,-1.18,50500,51000,50000,74000,3716361500,1172462294100,23402441,STK
140860.KQ,KR7140860008,파크시스템스,KOSDAQ,우량기업부,167200,2,-800,-0.48,169100,171000,166000,37747,6322239500,1165527624800,6970859,KSQ
280360.KS,KR7280360009,롯데웰푸드,KOSPI,,123000,2,-1700,-1.36,123500,124700,122200,5837,720356900,1160452602000,9434574,STK
166090.KQ,KR7166090001,하나머티리얼즈,KOSDAQ GLOBAL,우량기업부,58500,2,-1000,-1.68,60000,61500,57000,247155,14794892300,1155531429000,19752674,KSQ
005300.KS,KR7005300009,롯데칠성,KOSPI,,124500,2,-2700,-2.12,127100,127700,124200,26284,3296306000,1155221058000,9278884,STK
096530.KQ,KR7096530001,씨젠,KOSDAQ,우량기업부,22100,2,-200,-0.9,22200,22900,22100,192299,4302588950,1154194467400,52225994,KSQ
003620.KS,KR7003620002,KG모빌리티,KOSPI,,5880,2,-120,-2.0,5950,5990,5860,306221,1813198830,1145345796000,194786700,STK
004000.KS,KR7004000006,롯데정밀화학,KOSPI,,44200,2,-1000,-2.21,45050,45350,44100,80529,3585650950,1140360000000,25800000,STK
025900.KQ,KR7025900002,동화기업,KOSDAQ,우량기업부,56300,0,0,0.0,0,0,0,0,0,1138126738500,20215395,KSQ
009970.KS,KR7009970005,영원무역홀딩스,KOSPI,,83000,2,-1800,-2.12,84800,86000,82700,14875,1258054300,1131754136000,13635592,STK
014820.KS,KR7014820005,동원시스템즈,KOSPI,,39000,2,-350,-0.89,39400,39500,38650,42306,1654166000,1130659998000,28991282,STK
204270.KQ,KR7204270003,제이앤티씨,KOSDAQ,중견기업부,19460,1,10,0.05,19250,20550,19020,6156259,121605109130,1125731148360,57848466,KSQ
140410.KQ,KR7140410002,메지온,KOSDAQ,중견기업부,37750,2,-400,-1.05,38200,38600,37150,116948,4415016500,1121160692750,29699621,KSQ
084370.KQ,KR7084370006,유진테크,KOSDAQ GLOBAL,우량기업부,48300,2,-800,-1.63,49600,50400,48150,253151,12337628000,1106844828600,22916042,KSQ
395400.KS,KR7395400005,SK리츠,KOSPI,,4095,1,45,1.11,4075,4110,4025,289587,1179881555,1106193320505,270132679,STK
267270.KS,KR7267270007,HD현대건설기계,KOSPI,,56100,1,100,0.18,56300,57400,55200,124570,7053053900,1105214487300,19700793,STK
298380.KQ,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,23050,1,850,3.83,22200,23350,22050,463135,10584912700,1103923023950,47892539,KSQ
009240.KS,KR7009240003,한샘,KOSPI,,46900,1,500,1.08,46300,47650,45900,19406,902209650,1103741223200,23533928,STK
383310.KQ,KR7383310000,에코프로에이치엔,KOSDAQ,중견기업부,72000,2,-3100,-4.13,75100,76000,71900,179481,13145054700,1101955104000,15304932,KSQ
393890.KQ,KR7393890009,더블유씨피,KOSDAQ,기술성장기업부,32550,2,-1750,-5.1,34050,34100,32500,421721,13951121250,1096821660900,33696518,KSQ
006110.KS,KR7006110001,삼아알미늄,KOSPI,,74000,2,-5000,-6.33,78400,78700,74000,97740,7406255300,1088681784000,14711916,STK
294870.KS,KR7294870001,HDC현대산업개발,KOSPI,,16450,2,-820,-4.75,17270,17270,16400,232255,3896963940,1084175578500,65907330,STK
039200.KQ,KR7039200001,오스코텍,KOSDAQ,벤처기업부,28350,1,1200,4.42,27150,28500,26850,296941,8269992950,1077128907750,37993965,KSQ
003090.KS,KR7003090008,대웅,KOSPI,,18400,2,-230,-1.23,18350,18690,18340,30993,573526840,1069812432000,58141980,STK
000210.KS,KR7000210005,DL,KOSPI,,50600,2,-1300,-2.5,51500,51900,49900,70523,3589342800,1060367730400,20955884,STK
000400.KS,KR7000400002,롯데손해보험,KOSPI,,3270,1,10,0.31,3215,3360,3210,2462169,8061717000,1014799766400,310336320,STK
001120.KS,KR7001120005,LX인터내셔널,KOSPI,,26150,1,50,0.19,26200,26450,25950,140815,3686725150,1013574000000,38760000,STK
285130.KS,KR7285130001,SK케미칼,KOSPI,,58400,2,-600,-1.02,58600,59000,58200,18384,1074605500,1007620927200,17253783,STK
089860.KS,KR7089860001,롯데렌탈,KOSPI,,27500,2,-50,-0.18,27550,27750,27350,19463,534629050,1007436732500,36634063,STK
047920.KQ,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,31600,1,1400,4.64,30200,31600,29300,680347,20738806700,1003195751600,31746701,KSQ
086900.KQ,KR7086900008,메디톡스,KOSDAQ,우량기업부,137200,1,2500,1.86,134600,138600,133200,39038,5327052600,1001349809600,7298468,KSQ
085660.KQ,KR7085660009,차바이오텍,KOSDAQ,벤처기업부,17730,1,30,0.17,17730,18040,17560,231024,4111390110,998455074390,56314443,KSQ
195940.KQ,KR7195940002,HK이노엔,KOSDAQ GLOBAL,중견기업부,35150,2,-300,-0.85,35950,36000,35100,95955,3387080950,995795668650,28329891,KSQ
420770.KQ,KR7420770000,기가비스,KOSDAQ,중견기업부,77700,2,-800,-1.02,80100,82100,77200,499853,39763589600,984906396600,12675758,KSQ
103590.KS,KR7103590006,일진전기,KOSPI,,20450,1,150,0.74,20950,22300,19950,4473584,95565453800,975166225500,47685390,STK
031980.KQ,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,45200,1,1650,3.79,44850,45400,43150,298401,13173242900,974620254000,21562395,KSQ
036540.KQ,KR7036540003,SFA반도체,KOSDAQ,우량기업부,5910,2,-140,-2.31,6080,6130,5910,1237805,7430461760,971960390730,164460303,KSQ
213420.KQ,KR7213420003,덕산네오룩스,KOSDAQ GLOBAL,우량기업부,39050,1,150,0.39,40200,40250,39000,117678,4648330450,969657539950,24831179,KSQ
101490.KQ,KR7101490001,에스앤에스텍,KOSDAQ,우량기업부,45200,2,-1700,-3.62,47350,47800,45150,502940,23193678300,969605404400,21451447,KSQ
222800.KQ,KR7222800005,심텍,KOSDAQ,우량기업부,30400,2,-200,-0.65,31000,31150,30200,212651,6500960550,968365947200,31854143,KSQ
120110.KS,KR7120110002,코오롱인더,KOSPI,,35100,2,-750,-2.09,35700,35900,35050,115353,4075459350,965920094100,27519091,STK
336570.KQ,KR7336570007,원텍,KOSDAQ,기술성장기업부,10700,1,460,4.49,10390,10870,10350,2135510,22775337760,943460890500,88173915,KSQ
365340.KQ,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,77500,2,-1400,-1.77,79000,79400,77400,45207,3513591500,938128975000,12104890,KSQ
003030.KS,KR7003030004,세아제강지주,KOSPI,,226000,2,-5000,-2.16,233500,233500,226000,2051,468738000,936014482000,4141657,STK
365550.KS,KR7365550003,ESR켄달스퀘어리츠,KOSPI,,4390,1,45,1.04,4385,4395,4210,203725,888814425,935460710000,213089000,STK
178320.KQ,KR7178320008,서진시스템,KOSDAQ,우량기업부,24800,1,300,1.22,24750,25150,24400,273442,6794535500,931999921600,37580642,KSQ
006650.KS,KR7006650006,대한유화,KOSPI,,141800,2,-6200,-4.19,144800,147300,141800,15637,2249274300,921700000000,6500000,STK
056190.KQ,KR7056190002,에스에프에이,KOSDAQ GLOBAL,우량기업부,25650,2,-550,-2.1,26300,26350,25650,141097,3656288350,921059694000,35908760,KSQ
002840.KS,KR7002840007,미원상사,KOSPI,,192400,1,4400,2.34,188000,195900,188000,4939,950538400,913900000000,4750000,STK
115450.KQ,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,12110,2,-560,-4.42,12670,12730,11600,5137679,61827554260,912712801420,75368522,KSQ
319660.KQ,KR7319660007,피에스케이,KOSDAQ GLOBAL,우량기업부,31200,2,-250,-0.79,32350,32550,30950,407984,12981659200,903761476800,28966714,KSQ
078130.KQ,KR7078130002,국일제지,KOSDAQ,관리종목(소속부없음),800,0,0,0.0,0,0,0,0,0,901924696800,1127405871,KSQ
137400.KQ,KR7137400008,피엔티,KOSDAQ GLOBAL,우량기업부,39400,2,-1050,-2.6,40500,41000,39350,129628,5169888550,896003201200,22741198,KSQ
089590.KS,KR7089590004,제주항공,KOSPI,,11090,2,-120,-1.07,11310,11440,11030,124669,1392673600,894308523650,80640985,STK
002350.KS,KR7002350007,넥센타이어,KOSPI,,9120,2,-380,-4.0,9540,9550,9120,300357,2797644520,890731038240,97667877,STK
039130.KS,KR7039130000,하나투어,KOSPI,,55200,2,-700,-1.25,55000,55700,54700,112537,6192626600,885363012000,16039185,STK
195870.KS,KR7195870001,해성디에스,KOSPI,,52000,2,-1000,-1.89,53600,53600,52000,68797,3627256700,884000000000,17000000,STK
001800.KS,KR7001800002,오리온홀딩스,KOSPI,,14000,2,-100,-0.71,14110,14160,13990,77527,1088789990,877035908000,62645422,STK
008730.KS,KR7008730004,율촌화학,KOSPI,,35150,1,800,2.33,34850,36750,34500,79962,2830604000,871720000000,24800000,STK
074600.KQ,KR7074600008,원익QnC,KOSDAQ GLOBAL,우량기업부,33150,2,-200,-0.6,33850,34100,33000,285888,9554090700,871447200000,26288000,KSQ
300720.KS,KR7300720000,한일시멘트,KOSPI,,12470,1,10,0.08,12390,12580,12270,88373,1102405050,863691403800,69261540,STK
192080.KS,KR7192080000,더블유게임즈,KOSPI,,40050,1,650,1.65,39700,40350,39550,57936,2320052450,860911035300,21495906,STK
440110.KQ,KR7440110005,파두,KOSDAQ,기술성장기업부,17530,1,630,3.73,16950,17960,16950,536875,9468578950,860237804660,49072322,KSQ
080220.KQ,KR7080220007,제주반도체,KOSDAQ,우량기업부,24900,2,-450,-1.78,25800,26100,24800,1610031,40796974500,857626541700,34442833,KSQ
225570.KQ,KR7225570001,넥슨게임즈,KOSDAQ,우량기업부,13010,2,-240,-1.81,13100,13270,13000,109218,1429710330,856107047700,65803770,KSQ
214320.KS,KR7214320004,이노션,KOSPI,,21400,2,-200,-0.93,21700,21850,21150,49448,1059127700,856000000000,40000000,STK
085620.KS,KR7085620003,미래에셋생명,KOSPI,,4830,2,-25,-0.51,4855,4910,4705,142793,685733070,854988192870,177016189,STK
009520.KQ,KR7009520008,포스코엠텍,KOSDAQ,우량기업부,20200,2,-300,-1.46,20500,20600,20000,168201,3397208700,841182600600,41642703,KSQ
257720.KQ,KR7257720003,실리콘투,KOSDAQ,벤처기업부,13760,1,1150,9.12,12740,13850,12680,2900476,39050473890,830955859840,60389234,KSQ
023590.KS,KR7023590003,다우기술,KOSPI,,18470,2,-1090,-5.57,19560,19650,18330,400891,7489197890,828686415990,44866617,STK
183300.KQ,KR7183300003,코미코,KOSDAQ GLOBAL,우량기업부,79200,2,-1700,-2.1,80900,82000,79000,153868,12379724100,828486172800,10460684,KSQ
006120.KS,KR7006120000,SK디스커버리,KOSPI,,44000,2,-900,-2.0,45100,45200,43850,38237,1689356100,826577620000,18785855,STK
950160.KQ,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),11350,2,-10,-0.09,11300,11740,11200,102214,1165501010,826287150500,72800630,KSQ
281820.KS,KR7281820001,케이씨텍,KOSPI,,39550,1,1450,3.81,38600,40350,37900,261296,10330844600,825074539800,20861556,STK
122870.KQ,KR7122870009,와이지엔터테인먼트,KOSDAQ,우량기업부,43950,1,1350,3.17,43150,44750,43050,246409,10824293900,821457100050,18690719,KSQ
114090.KS,KR7114090004,GKL,KOSPI,,13280,2,-130,-0.97,13420,13490,13040,231361,3054260240,821443297600,61855670,STK
082740.KS,KR7082740002,한화엔진,KOSPI,,9840,1,360,3.8,9550,9910,9380,402988,3922379940,821119877280,83447142,STK
271940.KS,KR7271940009,일진하이솔루스,KOSPI,,22600,2,-200,-0.88,22600,22900,22550,27565,625318300,820678094000,36313190,STK
000670.KS,KR7000670000,영풍,KOSPI,,443500,3,0,0.0,445000,445500,436500,1041,457831000,816944740000,1842040,STK
033100.KQ,KR7033100009,제룡전기,KOSDAQ,우량기업부,50800,2,-500,-0.97,52600,56500,48700,2733744,143912980450,815970377200,16062409,KSQ
082640.KS,KR7082640004,동양생명,KOSPI,,5040,2,-100,-1.95,5170,5180,4980,203320,1028295800,813247268400,161358585,STK
131970.KQ,KR7131970006,두산테스나,KOSDAQ,우량기업부,47700,2,-200,-0.42,48450,49150,47650,191881,9245031750,811213198200,17006566,KSQ
352480.KQ,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,80800,1,3000,3.86,79000,82300,78600,69543,5632950200,809126432800,10013941,KSQ
100090.KS,KR7100090000,SK오션플랜트,KOSPI,,13660,2,-190,-1.37,13970,14090,13510,220807,3040840520,808611458880,59195568,STK
020560.KS,KR7020560009,아시아나항공,KOSPI,,10830,2,-40,-0.37,10870,10900,10800,106779,1155693460,805879404120,74411764,STK
003530.KS,KR7003530003,한화투자증권,KOSPI,,3750,1,100,2.74,3645,3785,3585,1956035,7246178130,804554156250,214547775,STK
348950.KS,KR7348950007,제이알글로벌리츠,KOSPI,,4075,1,10,0.25,4070,4090,4050,402013,1636663300,804307200000,197376000,STK
007340.KS,KR7007340003,DN오토모티브,KOSPI,,80200,3,0,0.0,81000,81000,79300,6579,525535000,801519201000,9994005,STK
222080.KQ,KR7222080004,씨아이에스,KOSDAQ,중견기업부,11090,2,-70,-0.63,11160,11450,11060,545998,6134014090,792279314840,71440876,KSQ
048410.KQ,KR7048410005,현대바이오,KOSDAQ,중견기업부,19880,2,-170,-0.85,20000,20150,19820,120888,2411956380,791633687040,39820608,KSQ
003850.KS,KR7003850005,보령,KOSPI,,11490,1,160,1.41,11430,11600,11330,188553,2166324170,789248100000,68690000,STK
069260.KS,KR7069260008,TKG휴켐스,KOSPI,,19210,1,20,0.1,19150,19300,19100,44513,855050330,785277675480,40878588,STK
330590.KS,KR7330590001,롯데리츠,KOSPI,,3230,2,-5,-0.15,3250,3260,3205,201109,648298395,784789495320,242968884,STK
105630.KS,KR7105630008,한세실업,KOSPI,,19610,2,-490,-2.44,20150,20200,19330,240385,4715203680,784400000000,40000000,STK
001430.KS,KR7001430008,세아베스틸지주,KOSPI,,21800,2,-100,-0.46,21750,22000,21750,49657,1083964650,781794194200,35862119,STK
009450.KS,KR7009450008,경동나비엔,KOSPI,,53600,2,-2200,-3.94,55800,56000,53200,36668,1982379600,780876531200,14568592,STK
317330.KQ,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,40100,2,-600,-1.47,41250,41650,39700,374080,15183005800,780348646600,19460066,KSQ
009900.KS,KR7009900002,명신산업,KOSPI,,14770,2,-290,-1.93,15070,15070,14750,108320,1609369990,774983864410,52470133,STK
041190.KQ,KR7041190000,우리기술투자,KOSDAQ,우량기업부,9220,1,730,8.6,8490,9240,8390,4053572,36322929470,774480000000,84000000,KSQ
278280.KQ,KR7278280003,천보,KOSDAQ GLOBAL,우량기업부,77400,2,-2000,-2.52,79400,80300,77400,39287,3075555100,774000000000,10000000,KSQ
181710.KS,KR7181710005,NHN,KOSPI,,22850,1,150,0.66,22900,23250,22750,38991,895076550,771555910550,33766123,STK
287410.KQ,KR7287410005,제이시스메디칼,KOSDAQ,우량기업부,9990,1,370,3.85,9780,10440,9650,3145352,31739347010,765612111510,76637849,KSQ
025320.KQ,KR7025320003,시노펙스,KOSDAQ,우량기업부,9080,2,-290,-3.09,9420,9450,9080,1725483,15888572230,761066858880,83817936,KSQ
093370.KS,KR7093370005,후성,KOSPI,,8000,2,-80,-0.99,8000,8300,7800,470982,3752454420,754816832000,94352104,STK
010780.KS,KR7010780005,아이에스동서,KOSPI,,24950,2,-150,-0.6,25050,25350,24650,47448,1187433450,753165051200,30186976,STK
017860.KS,KR7017860008,DS단석,KOSPI,,128400,2,-2100,-1.61,131300,133400,128400,37220,4840160800,752604273600,5861404,STK
003280.KS,KR7003280005,흥아해운,KOSPI,,3130,2,-600,-16.09,3375,3490,3055,24078703,78131622235,752529933870,240424899,STK
005250.KS,KR7005250006,녹십자홀딩스,KOSPI,,15970,1,370,2.37,15410,15970,15410,43046,678275670,751040513700,47028210,STK
456040.KS,KR7456040005,OCI,KOSPI,,83200,1,500,0.6,82400,83500,82000,9096,754523200,748012512000,8990535,STK
003540.KS,KR7003540002,대신증권,KOSPI,,14720,2,-310,-2.06,15100,15150,14680,95622,1417402900,747384448000,50773400,STK
066575.KS,KR7066571001,LG전자우,KOSPI,,43300,2,-800,-1.81,44100,44250,43000,44330,1919776750,744153453600,17185992,STK
