Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
001630.KS,KR7001630003,종근당홀딩스,KOSPI,,61300,2,-200,-0.33,61600,61600,60300,2649,161515600,307104479300,5009861,STK
416180.KQ,KR7416180008,신성에스티,KOSDAQ,중견기업부,33950,2,-1350,-3.82,34800,35300,33300,117115,3987184550,306900463100,9039778,KSQ
077360.KQ,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,6750,2,-30,-0.44,6780,6980,6740,208748,1430795870,306699763500,45437002,KSQ
267980.KQ,KR7267980001,매일유업,KOSDAQ GLOBAL,우량기업부,39100,2,-50,-0.13,39150,39200,39000,6349,247951800,306686245800,7843638,KSQ
036620.KQ,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,3380,2,-90,-2.59,3475,3560,3345,738866,2520654815,306527386880,90688576,KSQ
108490.KQ,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,23500,2,-200,-0.84,23800,23950,23450,41844,988996300,306326448000,13035168,KSQ
441270.KQ,KR7441270006,파인엠텍,KOSDAQ,중견기업부,8290,1,40,0.48,8250,8310,8170,120235,992249220,306138616270,36928663,KSQ
214430.KQ,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,43050,1,1200,2.87,42100,44200,42000,106330,4594857800,305946018000,7106760,KSQ
001460.KS,KR7001460005,BYC,KOSPI,,489500,0,0,0.0,0,0,0,0,0,305749042500,624615,STK
095700.KQ,KR7095700001,제넥신,KOSDAQ,기술성장기업부,7360,2,-90,-1.21,7440,7590,7340,121704,904886470,305517971840,41510594,KSQ
084690.KS,KR7084690007,대상홀딩스,KOSPI,,8400,2,-20,-0.24,8400,8650,8330,186247,1578963680,304185319200,36212538,STK
018310.KQ,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,20650,3,0,0.0,21000,21000,20500,17385,360717200,303555000000,14700000,KSQ
035150.KS,KR7035150002,백산,KOSPI,,13480,1,110,0.82,13570,13740,13390,149522,2022470960,303502200000,22515000,STK
012030.KS,KR7012030003,DB,KOSPI,,1507,2,-3,-0.2,1510,1515,1500,150135,226182265,303169117031,201173933,STK
304100.KQ,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,24950,1,350,1.42,24500,25600,24300,135375,3368102600,301740509600,12093808,KSQ
009160.KS,KR7009160003,SIMPAC,KOSPI,,4590,3,0,0.0,4590,4620,4260,125670,565575075,300321478440,65429516,STK
058820.KQ,KR7058820002,CMG제약,KOSDAQ,중견기업부,2160,2,-15,-0.69,2175,2195,2150,145688,316734800,300007247040,138892244,KSQ
108230.KQ,KR7108230004,톱텍,KOSDAQ,중견기업부,7870,2,-20,-0.25,8010,8040,7780,60652,479098950,299242938150,38023245,KSQ
072710.KS,KR7072710007,농심홀딩스,KOSPI,,64500,2,-500,-0.77,64900,65200,64200,3633,234367700,299137455000,4637790,STK
251970.KQ,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,24100,1,300,1.26,23800,24550,23700,30133,727297900,298840000000,12400000,KSQ
101670.KQ,KR7101670008,하이드로리튬,KOSDAQ,벤처기업부,5930,2,-150,-2.47,6090,6140,5920,485213,2895902840,298454954960,50329672,KSQ
080160.KQ,KR7080160005,모두투어,KOSDAQ,중견기업부,15640,2,-110,-0.7,15640,15850,15600,47367,743477130,295596000000,18900000,KSQ
006580.KQ,KR7006580005,대양제지,KOSDAQ,관리종목(소속부없음),11000,2,-380,-3.34,14790,14790,9990,228726,2620107460,295350000000,26850000,KSQ
217330.KQ,KR7217330000,싸이토젠,KOSDAQ,기술성장기업부,13100,1,200,1.55,13000,13490,12920,41216,546110450,293742636200,22423102,KSQ
041960.KQ,KR7041960006,코미팜,KOSDAQ,벤처기업부,4160,2,-60,-1.42,4180,4220,4125,93819,390053580,293714570240,70604464,KSQ
004380.KS,KR7004380002,삼익THK,KOSPI,,13970,2,-250,-1.76,14270,14350,13850,176828,2477241970,293370000000,21000000,STK
024720.KS,KR7024720005,한국콜마홀딩스,KOSPI,,7960,1,140,1.79,7960,7970,7820,44318,351458720,292685379200,36769520,STK
102120.KQ,KR7102120003,어보브반도체,KOSDAQ,우량기업부,16450,1,430,2.68,16530,17100,16200,1250523,20808350520,292493386850,17780753,KSQ
094480.KQ,KR7094480001,갤럭시아머니트리,KOSDAQ,우량기업부,7450,1,150,2.05,7300,7500,7210,149884,1106645670,292262293100,39229838,KSQ
060150.KQ,KR7060150000,인선이엔티,KOSDAQ,우량기업부,6250,2,-130,-2.04,6380,6390,6230,146208,919031720,291022575000,46563612,KSQ
254490.KQ,KR7254490006,미래반도체,KOSDAQ,중견기업부,20150,1,100,0.5,20500,20700,20100,62714,1273549700,290925700000,14438000,KSQ
077970.KS,KR7077970002,STX엔진,KOSPI,,12610,1,190,1.53,12330,12800,12330,9827,123026230,290142279440,23008904,STK
461030.KQ,KR7461030009,아이엠비디엑스,KOSDAQ,기술성장기업부,20700,1,250,1.22,20900,23500,20350,2704529,58796117400,289647337500,13992625,KSQ
011500.KS,KR7011500006,한농화성,KOSPI,,18510,2,-120,-0.64,18680,18920,18420,215165,4013385480,289441647420,15637042,STK
006390.KS,KR7006390009,한일현대시멘트,KOSPI,,14960,2,-20,-0.13,15080,15100,14880,5263,79083000,289141973120,19327672,STK
030530.KQ,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,3740,2,-10,-0.27,3765,3830,3720,126840,477206630,288870048940,77237981,KSQ
036200.KQ,KR7036200004,유니셈,KOSDAQ,우량기업부,9380,1,170,1.85,9310,9800,9180,1685213,15945652170,287630411740,30664223,KSQ
307750.KQ,KR7307750000,국전약품,KOSDAQ,우량기업부,5860,1,70,1.21,5830,5980,5790,110715,647505720,287545916340,49069269,KSQ
263720.KQ,KR7263720005,디앤씨미디어,KOSDAQ,중견기업부,22900,1,1350,6.26,21800,24400,21550,513603,11999099000,286810431700,12524473,KSQ
047310.KQ,KR7047310008,파워로직스,KOSDAQ,중견기업부,8020,1,70,0.88,7960,8040,7840,338850,2688635930,286593440860,35734843,KSQ
146320.KQ,KR7146320007,비씨엔씨,KOSDAQ,벤처기업부,22400,1,150,0.67,22600,22650,22100,68205,1526441300,286561475200,12792923,KSQ
064260.KQ,KR7064260003,다날,KOSDAQ,우량기업부,4150,1,15,0.36,4155,4195,4085,461253,1910233155,286138516000,68949040,KSQ
047560.KQ,KR7047560008,이스트소프트,KOSDAQ,벤처기업부,24900,1,1400,5.96,23800,25600,23250,402225,9930692550,286056976800,11488232,KSQ
084680.KS,KR7084680008,이월드,KOSPI,,2015,1,10,0.5,2020,2045,2005,247003,499220860,285739478895,141806193,STK
298830.KQ,KR7298830001,슈어소프트테크,KOSDAQ,벤처기업부,5430,1,70,1.31,5380,5600,5350,390223,2126856720,285721501230,52619061,KSQ
003800.KQ,KR7003800000,에이스침대,KOSDAQ,우량기업부,25700,2,-200,-0.77,25800,25850,25450,2285,58496200,285013000000,11090000,KSQ
017390.KS,KR7017390006,서울가스,KOSPI,,56900,3,0,0.0,57000,57000,56700,4692,266588100,284500000000,5000000,STK
064800.KQ,KR7064800006,젬백스링크,KOSDAQ,우량기업부,2635,2,-5,-0.19,2630,2715,2600,694593,1855619090,284252250795,107875617,KSQ
000155.KS,KR7000151001,두산우,KOSPI,,71100,1,2300,3.34,69300,72200,69300,18950,1354053500,284148448200,3996462,STK
001510.KS,KR7001510007,SK증권,KOSPI,,600,2,-1,-0.17,601,602,598,557300,334297640,283554102600,472590171,STK
217270.KQ,KR7217270008,넵튠,KOSDAQ,중견기업부,6080,1,40,0.66,5980,6080,5950,30314,182499880,283219472000,46582150,KSQ
100120.KQ,KR7100120005,뷰웍스,KOSDAQ,우량기업부,28200,1,650,2.36,27400,28350,27400,10961,305554450,282052593000,10001865,KSQ
018470.KS,KR7018470005,조일알미늄,KOSPI,,2225,1,135,6.46,2150,2285,2110,10037044,22393807700,281755579225,126631721,STK
402030.KQ,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,24600,2,-500,-1.99,25250,25400,24450,52114,1288905700,280973524800,11421688,KSQ
084110.KQ,KR7084110006,휴온스글로벌,KOSDAQ,중견기업부,22250,2,-50,-0.22,22300,22700,22250,10543,236292300,280828197000,12621492,KSQ
112290.KQ,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,27750,1,650,2.4,27100,27800,26050,1266225,34313510300,280567623750,10110545,KSQ
053080.KQ,KR7053080008,케이엔솔,KOSDAQ,우량기업부,21500,2,-1100,-4.87,22150,22750,21450,838369,18412435500,279495850500,12999807,KSQ
448280.KQ,KR7448280008,에코아이,KOSDAQ,중견기업부,28200,1,250,0.89,28250,28550,27600,47003,1318762850,278532612600,9877043,KSQ
009470.KS,KR7009470006,삼화전기,KOSPI,,42100,2,-600,-1.41,43450,44700,39600,685090,29218649200,278441822000,6613820,STK
005500.KS,KR7005500004,삼진제약,KOSPI,,19950,2,-40,-0.2,20000,20000,19900,10502,209395750,277305000000,13900000,STK
092070.KQ,KR7092070002,디엔에프,KOSDAQ,우량기업부,23900,2,-600,-2.45,24950,25150,23700,172876,4225284300,276567406200,11571858,KSQ
356860.KQ,KR7356860007,티엘비,KOSDAQ,우량기업부,28100,2,-50,-0.18,29750,30500,28000,770624,22508183350,276296903000,9832630,KSQ
122900.KS,KR7122900004,아이마켓코리아,KOSPI,,8260,3,0,0.0,8280,8280,8200,29956,246296530,276122218400,33428840,STK
005950.KS,KR7005950001,이수화학,KOSPI,,12140,2,-30,-0.25,12350,12360,12110,65540,799181410,275854051460,22722739,STK
123860.KQ,KR7123860009,아나패스,KOSDAQ,벤처기업부,22700,2,-400,-1.73,23200,23450,22550,36349,830331650,275201520500,12123415,KSQ
322000.KS,KR7322000001,HD현대에너지솔루션,KOSPI,,24500,2,-850,-3.35,25350,25600,24450,156779,3890425600,274400000000,11200000,STK
003120.KS,KR7003120003,일성아이에스,KOSPI,,20600,2,-150,-0.72,20950,21000,20450,12224,252207650,273980000000,13300000,STK
013890.KS,KR7013890009,지누스,KOSPI,,13200,1,190,1.46,13040,13200,12890,30909,401339200,273704692800,20735204,STK
042600.KQ,KR7042600007,새로닉스,KOSDAQ,우량기업부,22000,2,-250,-1.12,22950,24200,21900,57673,1314109650,273318628000,12423574,KSQ
049950.KQ,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,30900,2,-1900,-5.79,32100,32400,30900,392826,12435600100,272472615600,8817884,KSQ
089600.KQ,KR7089600001,나스미디어,KOSDAQ,우량기업부,23550,2,-150,-0.63,23700,23750,22850,72637,1691205350,272430238650,11568163,KSQ
211270.KQ,KR7211270004,AP위성,KOSDAQ,벤처기업부,18050,1,1070,6.3,16990,19240,16630,3759949,69502982180,272235587200,15082304,KSQ
092220.KS,KR7092220003,KEC,KOSPI,,1356,2,-6,-0.44,1362,1384,1350,708002,964883538,272234819196,200763141,STK
036420.KS,KR7036420008,콘텐트리중앙,KOSPI,,14110,2,-550,-3.75,14660,14660,14110,81381,1160191120,271791165880,19262308,STK
051500.KQ,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,22850,2,-550,-2.35,23300,23400,22800,31713,731003150,271265740100,11871586,KSQ
001500.KS,KR7001500008,현대차증권,KOSPI,,8520,2,-100,-1.16,8630,8630,8470,52821,450476780,270191028240,31712562,STK
000480.KS,KR7000480004,CR홀딩스,KOSPI,,5760,2,-110,-1.87,5810,5880,5740,28549,165398430,270089222400,46890490,STK
001790.KS,KR7001790005,대한제당,KOSPI,,3010,2,-10,-0.33,3030,3045,3000,195545,589276840,269986705800,89696580,STK
138490.KS,KR7138490008,코오롱플라스틱,KOSPI,,7100,3,0,0.0,7120,7190,7030,38469,273724660,269800000000,38000000,STK
060370.KQ,KR7060370004,LS마린솔루션,KOSDAQ,중견기업부,10400,1,20,0.19,10300,10850,10210,502832,5314657380,269757612800,25938232,KSQ
052400.KQ,KR7052400009,코나아이,KOSDAQ,우량기업부,18080,2,-140,-0.77,18980,18980,17890,55414,1001613810,269391981920,14899999,KSQ
023410.KQ,KR7023410004,유진기업,KOSDAQ,우량기업부,3480,2,-45,-1.28,3545,3550,3465,241310,843120645,269041803240,77310863,KSQ
950140.KQ,KR8840110108,잉글우드랩,KOSDAQ,외국기업(소속부없음),13540,1,680,5.29,12930,13950,12860,390015,5310940700,269010905640,19867866,KSQ
009680.KS,KR7009680000,모토닉,KOSPI,,8150,1,20,0.25,8130,8150,8080,8086,65594950,268950000000,33000000,STK
007570.KS,KR7007570005,일양약품,KOSPI,,14070,2,-10,-0.07,14040,14200,14010,18289,257683440,268535292480,19085664,STK
272550.KS,KR7272550005,삼양패키징,KOSPI,,16900,2,-420,-2.42,17320,17320,16800,22591,382710020,266828539900,15788671,STK
033160.KQ,KR7033160003,엠케이전자,KOSDAQ,우량기업부,12010,2,-140,-1.15,12190,12300,12010,103295,1256514210,265016635310,22066331,KSQ
334970.KQ,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4325,1,115,2.73,4210,4325,4210,47526,203227440,264854215925,61237969,KSQ
037270.KS,KR7037270006,YG PLUS,KOSPI,,4170,1,75,1.83,4110,4195,4105,129376,537646190,264500639700,63429410,STK
079940.KQ,KR7079940003,가비아,KOSDAQ,우량기업부,19530,1,570,3.01,19160,19930,19100,84120,1647360880,264351908520,13535684,KSQ
174900.KQ,KR7174900001,앱클론,KOSDAQ,기술성장기업부,16070,2,-80,-0.5,16100,16430,16060,94858,1537887260,263922768470,16423321,KSQ
005390.KS,KR7005390000,신성통상,KOSPI,,1836,1,24,1.32,1815,1841,1804,89071,162013220,263848604040,143708390,STK
071055.KS,KR7071051007,한국금융지주우,KOSPI,,44900,2,-600,-1.32,45500,45500,44600,16942,762509000,263035469900,5858251,STK
104460.KQ,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,24550,1,600,2.51,24600,25150,24150,195691,4832384800,263019493750,10713625,KSQ
016580.KS,KR7016580003,환인제약,KOSPI,,14140,2,-60,-0.42,14290,14290,14000,17206,242710930,263004989800,18600070,STK
226320.KS,KR7226320000,잇츠한불,KOSPI,,11990,1,340,2.92,11600,12000,11600,15068,178733390,262932486850,21929315,STK
388720.KQ,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,29400,2,-1450,-4.7,30850,31000,29050,93678,2806687050,262772672400,8937846,KSQ
216080.KQ,KR7216080002,제테마,KOSDAQ,기술성장기업부,14650,1,180,1.24,14630,15040,14100,36901,541600180,261630819350,17858759,KSQ
058430.KS,KR7058430000,포스코스틸리온,KOSPI,,43600,2,-450,-1.02,44000,44150,43100,15876,688602450,261600000000,6000000,STK
270660.KQ,KR7270660004,에브리봇,KOSDAQ,벤처기업부,21450,3,0,0.0,21600,21800,21200,112300,2402888500,261504285900,12191342,KSQ
079810.KQ,KR7079810008,디이엔티,KOSDAQ,중견기업부,11870,2,-270,-2.22,12140,12270,11850,139668,1670596280,261473475780,22028094,KSQ
389260.KQ,KR7389260001,대명에너지,KOSDAQ,중견기업부,15320,2,-320,-2.05,15750,16140,15220,303810,4754788180,261206000000,17050000,KSQ
314930.KQ,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,8770,2,-140,-1.57,8940,9070,8640,82643,724913930,261031183310,29764103,KSQ
036030.KQ,KR7036030005,케이티알파,KOSDAQ,중견기업부,5320,2,-20,-0.37,5300,5380,5270,31208,165709260,260782585560,49019283,KSQ
126340.KQ,KR7126340009,비나텍,KOSDAQ,우량기업부,44800,2,-350,-0.78,45000,45400,44800,14427,649169900,259992185600,5803397,KSQ
271980.KS,KR7271980005,제일약품,KOSPI,,17680,2,-900,-4.84,17890,18160,17410,311608,5503202810,259982136960,14704872,STK
051360.KQ,KR7051360006,토비스,KOSDAQ,중견기업부,15980,2,-10,-0.06,16170,16280,15800,129871,2080412850,259947586840,16267058,KSQ
037560.KS,KR7037560000,LG헬로비전,KOSPI,,3335,1,15,0.45,3320,3355,3305,123798,411647555,258285294775,77446865,STK
053210.KS,KR7053210001,스카이라이프,KOSPI,,5430,3,0,0.0,5430,5450,5410,37345,202626090,258049645650,47522955,STK
001230.KS,KR7001230002,동국홀딩스,KOSPI,,8070,2,-120,-1.47,8170,8190,8020,63777,516460440,256629897810,31800483,STK
097230.KS,KR7097230007,HJ중공업,KOSPI,,3080,1,35,1.15,3055,3130,3045,42317,130478170,256484785480,83274281,STK
102460.KS,KR7102460003,이연제약,KOSPI,,13790,2,-20,-0.14,13810,13980,13700,22825,315170140,256312123690,18586811,STK
121800.KQ,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
086890.KQ,KR7086890001,이수앱지스,KOSDAQ,기술성장기업부,7400,2,-10,-0.13,7490,7620,7300,198942,1482616980,256123168600,34611239,KSQ
452260.KS,KR7452260003,한화갤러리아,KOSPI,,1319,2,-26,-1.93,1350,1373,1319,878330,1179063313,255700825590,193859610,STK
451760.KQ,KR7451760003,컨텍,KOSDAQ,기술성장기업부,17510,2,-710,-3.9,18010,18540,17300,604590,10770116240,255458923160,14589316,KSQ
034830.KS,KR7034830000,한국토지신탁,KOSPI,,1011,2,-2,-0.2,1014,1015,1010,195082,197427765,255266611530,252489230,STK
282880.KQ,KR7282880004,코윈테크,KOSDAQ,우량기업부,23550,2,-450,-1.88,24150,24200,23550,50403,1198231950,254951899650,10825983,KSQ
002150.KS,KR7002150001,도화엔지니어링,KOSPI,,7550,1,40,0.53,7510,7580,7510,14109,106485670,254586000000,33720000,STK
102940.KQ,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,22250,1,50,0.23,22200,22300,21700,7693,170430850,253924921000,11412356,KSQ
083650.KQ,KR7083650002,비에이치아이,KOSDAQ,중견기업부,8190,1,140,1.74,8000,8290,7860,387242,3142317380,253434431250,30944375,KSQ
144960.KQ,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,5800,1,50,0.87,5910,6070,5750,1147508,6786507340,253417219200,43692624,KSQ
117580.KS,KR7117580001,대성에너지,KOSPI,,9190,2,-60,-0.65,9080,9300,8750,690879,6246775810,252725000000,27500000,STK
365270.KQ,KR7365270008,큐라클,KOSDAQ,기술성장기업부,18220,2,-80,-0.44,18110,18990,18050,389106,7216567460,252444331240,13855342,KSQ
211050.KQ,KR7211050000,인카금융서비스,KOSDAQ,기술성장기업부,24500,1,1300,5.6,23250,24600,23200,84553,2036050400,251761020000,10275960,KSQ
417010.KQ,KR7417010006,나노팀,KOSDAQ,벤처기업부,12750,2,-160,-1.24,12920,13100,12690,40071,513389760,251485182000,19724328,KSQ
100840.KS,KR7100840008,SNT에너지,KOSPI,,33450,1,450,1.36,33000,33650,32150,116944,3855268750,251099482950,7506711,STK
226950.KQ,KR7226950004,올릭스,KOSDAQ,기술성장기업부,15130,1,720,5.0,14410,15180,14410,49152,730822690,250047382350,16526595,KSQ
005010.KS,KR7005010004,휴스틸,KOSPI,,4435,2,-10,-0.22,4455,4475,4405,199254,883326060,249194112625,56188075,STK
095720.KS,KR7095720009,웅진씽크빅,KOSPI,,2155,2,-35,-1.6,2190,2190,2155,99519,216101655,248915397675,115505985,STK
032620.KQ,KR7032620007,유비케어,KOSDAQ,우량기업부,4755,1,10,0.21,4785,4830,4720,205515,981917120,248197395945,52197139,KSQ
008490.KS,KR7008490005,서흥,KOSPI,,21450,2,-150,-0.69,21700,21750,21450,5783,124923300,248157473850,11569113,STK
083790.KQ,KR7083790006,CG인바이츠,KOSDAQ,벤처기업부,3225,2,-20,-0.62,3245,3305,3130,256914,822286705,247983736950,76894182,KSQ
950170.KQ,KR8392080006,JTC,KOSDAQ,관리종목(소속부없음),4920,1,175,3.69,4790,4950,4760,71429,350387520,247420025160,50288623,KSQ
000540.KS,KR7000540005,흥국화재,KOSPI,,3850,1,40,1.05,3810,3870,3765,184800,704100565,247334183250,64242645,STK
217820.KQ,KR7217820000,원익피앤이,KOSDAQ,우량기업부,5210,2,-10,-0.19,5230,5320,5170,97221,507240250,247238252390,47454559,KSQ
205470.KQ,KR7205470008,휴마시스,KOSDAQ,우량기업부,1905,3,0,0.0,1901,1959,1901,1325232,2540863323,246459392145,129375009,KSQ
034810.KQ,KR7034810002,해성산업,KOSDAQ,우량기업부,7570,2,-30,-0.39,7640,7640,7520,24410,184664540,246455407490,32556857,KSQ
334890.KS,KR7334890001,이지스밸류리츠,KOSPI,,4790,1,35,0.74,4755,4810,4745,1994115,9551493780,246414216510,51443469,STK
000020.KS,KR7000020008,동화약품,KOSPI,,8800,2,-20,-0.23,8900,8900,8800,36887,325618490,245796936000,27931470,STK
096040.KQ,KR7096040001,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0,0.0,0,0,0,0,0,245561580945,906131295,KSQ
950130.KQ,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),6750,1,50,0.75,6700,6930,6700,65228,443972550,245469467250,36365847,KSQ
194370.KS,KR7194370003,제이에스코퍼레이션,KOSPI,,18400,1,120,0.66,18180,19090,18150,51441,955282840,245375058400,13335601,STK
078020.KQ,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,4420,2,-35,-0.79,4455,4500,4410,70480,313033925,245226859800,55481190,KSQ
089890.KQ,KR7089890008,코세스,KOSDAQ,우량기업부,14770,1,460,3.21,14580,14880,14390,246523,3619564830,244959888740,16584962,KSQ
268600.KQ,KR7268600004,셀리버리,KOSDAQ,관리종목(소속부없음),6680,0,0,0.0,0,0,0,0,0,244941204600,36667845,KSQ
382840.KQ,KR7382840007,원준,KOSDAQ,벤처기업부,15920,2,-160,-1.0,16010,16210,15920,40528,650412400,243123569520,15271581,KSQ
011810.KS,KR7011810009,STX,KOSPI,,7820,2,-20,-0.26,7800,8070,7750,204903,1611990670,242560189140,31017927,STK
083930.KQ,KR7083930008,아바코,KOSDAQ,우량기업부,15720,1,140,0.9,15580,16030,15390,60752,957553170,242289184560,15412798,KSQ
037710.KS,KR7037710001,광주신세계,KOSPI,,30400,1,50,0.16,30400,30500,30250,16457,498564700,241898576000,7957190,STK
048530.KQ,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,7060,1,200,2.92,6950,7070,6860,79272,555289110,241104379720,34150762,KSQ
093640.KQ,KR7093640001,케이알엠,KOSDAQ,벤처기업부,8230,1,40,0.49,8190,8430,8120,70909,586982280,240426133860,29213382,KSQ
013120.KQ,KR7013120001,동원개발,KOSDAQ,중견기업부,2645,2,-15,-0.56,2670,2670,2635,40310,106733040,240187424500,90808100,KSQ
002810.KS,KR7002810000,삼영무역,KOSPI,,12950,1,50,0.39,12970,13000,12810,9263,119176890,239146976600,18466948,STK
036220.KQ,KR7036220002,오상헬스케어,KOSDAQ,벤처기업부,16940,1,270,1.62,16670,17700,16470,78185,1338616660,238928807040,14104416,KSQ
457550.KQ,KR7457550002,우진엔텍,KOSDAQ,중견기업부,25750,2,-1250,-4.63,27100,27300,25000,709675,18191352850,238736979250,9271339,KSQ
122990.KQ,KR7122990005,와이솔,KOSDAQ,우량기업부,8450,2,-40,-0.47,8510,8670,8450,103330,884849240,238179651450,28186941,KSQ
213500.KS,KR7213500002,한솔제지,KOSPI,,10000,3,0,0.0,10020,10020,9970,21771,217597650,238005760000,23800576,STK
001270.KS,KR7001270008,부국증권,KOSPI,,22900,2,-650,-2.76,23600,23600,22000,2743,62791350,237470389400,10369886,STK
078160.KQ,KR7078160009,메디포스트,KOSDAQ,벤처기업부,6920,2,-30,-0.43,6910,7000,6860,31467,217732670,236787072200,34217785,KSQ
092230.KS,KR7092230002,KPX홀딩스,KOSPI,,56000,2,-400,-0.71,56800,56800,55800,1501,84202400,236580176000,4224646,STK
048870.KQ,KR7048870000,시너지이노베이션,KOSDAQ,중견기업부,2860,2,-115,-3.87,2975,3020,2855,366113,1071227270,236545863840,82708344,KSQ
354320.KQ,KR7354320004,알멕,KOSDAQ,기술성장기업부,36900,2,-550,-1.47,37350,37700,36700,24361,904342600,235841958900,6391381,KSQ
052020.KQ,KR7052020005,에스티큐브,KOSDAQ,관리종목(소속부없음),5050,1,200,4.12,4820,5720,4770,771382,4015659745,235805957450,46694249,KSQ
293480.KS,KR7293480000,하나제약,KOSPI,,13260,1,20,0.15,13300,13330,13230,5305,70290540,235669263960,17772946,STK
304360.KQ,KR7304360001,에스바이오메딕스,KOSDAQ,기술성장기업부,20650,1,4550,28.26,16500,20900,16300,3358536,65231527260,235390919400,11399076,KSQ
016590.KS,KR7016590002,신대양제지,KOSPI,,5840,2,-40,-0.68,5880,5880,5710,86667,501914450,235339268800,40297820,STK
078070.KQ,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,12580,2,-10,-0.08,12580,12650,12410,1962,24659860,235203580240,18696628,KSQ
199430.KQ,KR7199430000,케이엔알시스템,KOSDAQ,기술성장기업부,21600,1,1350,6.67,20350,22350,20250,1200540,25919810100,234742600800,10867713,KSQ
190510.KQ,KR7190510008,나무가,KOSDAQ,우량기업부,14400,1,170,1.19,14360,14540,14220,77246,1108547190,234120729600,16258384,KSQ
228670.KQ,KR7228670006,레이,KOSDAQ,우량기업부,15290,2,-310,-1.99,15620,15900,15250,94631,1468294970,233693017470,15284043,KSQ
024060.KQ,KR7024060006,흥구석유,KOSDAQ,중견기업부,15550,1,140,0.91,14810,15980,14710,7572195,117291957320,233250000000,15000000,KSQ
008350.KS,KR7008350001,남선알미늄,KOSPI,,1803,1,1,0.06,1802,1819,1783,443982,801706080,232729599270,129079090,STK
035080.KQ,KR7035080001,그래디언트,KOSDAQ,중견기업부,15960,2,-190,-1.18,16140,16240,15890,40420,649498970,231860240640,14527584,KSQ
432430.KQ,KR7432430007,와이랩,KOSDAQ,기술성장기업부,14420,1,230,1.62,14130,14860,14090,363870,5285697530,230933704400,16014820,KSQ
150840.KQ,KR7150840007,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0,0.0,0,0,0,0,0,230717208150,39438839,KSQ
015360.KS,KR7015360001,예스코홀딩스,KOSPI,,38450,1,150,0.39,38300,38450,38100,3783,144768850,230700000000,6000000,STK
214680.KQ,KR7214680001,디알텍,KOSDAQ,벤처기업부,3120,1,95,3.14,3025,3160,3025,562380,1740073835,230028576960,73727108,KSQ
318020.KQ,KR7318020005,포인트모바일,KOSDAQ,관리종목(소속부없음),18100,0,0,0.0,0,0,0,0,0,229187123200,12662272,KSQ
107600.KQ,KR7107600009,새빗켐,KOSDAQ,벤처기업부,47000,2,-1000,-2.08,47700,48400,47000,10619,505336900,228492615000,4861545,KSQ
042370.KQ,KR7042370007,비츠로테크,KOSDAQ,우량기업부,8720,1,250,2.95,8460,9140,8310,4057355,35872877990,228464218000,26200025,KSQ
073570.KQ,KR7073570004,리튬포어스,KOSDAQ,중견기업부,6340,2,-50,-0.78,6400,6460,6060,743889,4638231610,228055620120,35970918,KSQ
036890.KQ,KR7036890002,진성티이씨,KOSDAQ,우량기업부,10130,2,-10,-0.1,10260,10270,10130,57625,588223380,227745374840,22482268,KSQ
298000.KS,KR7298000001,효성화학,KOSPI,,59800,2,-500,-0.83,60300,60500,59000,6031,359963000,226750297800,3791811,STK
130660.KS,KR7130660004,한전산업,KOSPI,,6950,1,40,0.58,6910,7000,6900,55582,386632060,226570000000,32600000,STK
086980.KQ,KR7086980000,쇼박스,KOSDAQ,중견기업부,3615,2,-35,-0.96,3655,3715,3585,285111,1041157570,226436370000,62638000,KSQ
017890.KQ,KR7017890005,한국알콜,KOSDAQ,우량기업부,10480,2,-20,-0.19,10460,10700,10460,34306,362427950,226428364800,21605760,KSQ
102260.KS,KR7102260007,동성케미컬,KOSPI,,4535,3,0,0.0,4570,4585,4515,151942,690598240,225342916480,49689728,STK
